Proteins,"Genes of polypeptide, complex, or RNA",Common-Name,Locations
G185E-7572-MONOMER,G185E-7572,possible esterase lipoprotein,CCI-EXTRACELLULAR-GP
G185E-6153-MONOMER,G185E-6153,possible toxin,
G185E-7947-MONOMER,G185E-7947,"heme ABC transporter, membrane subunit DppC",CCI-PM-BAC-ACT-GP
G185E-6534-MONOMER,G185E-6534,possible excisionase,CCI-CYTOSOL-GP
G185E-4629-MONOMER,G185E-4629,conserved hypothetical protein,
G185E-5009-MONOMER,G185E-5009,probable fatty-acid-CoA racemase,CCI-CYTOSOL-GP
G185E-6806-MONOMER,G185E-6806,probable glutamine-transport ATP-binding protein ABC transporter,CCI-PM-BAC-ACT-GP
G185E-5386-MONOMER,G185E-5386,probable conserved integral membrane protein,CCI-PM-BAC-ACT-GP
G185E-7179-MONOMER,G185E-7179,conserved protein,CCI-CYTOSOL-GP
G185E-5764-MONOMER,G185E-5764,probable PhiRv1 phage protein,CCI-CYTOSOL-GP
G185E-4359-MONOMER,G185E-4359,possible transcriptional regulatory protein (probably TetR-family),CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-7556-MONOMER,G185E-7556,Maf-like protein Rv3282,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-6137-MONOMER,G185E-6137,probable riboflavin biosynthesis protein,CCI-CYTOSOL-GP
G185E-7928-MONOMER,G185E-7928,probable cold shock protein A,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-6517-MONOMER,G185E-6517,probable chaperone protein,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-4612-MONOMER,G185E-4612,probable short-chain type oxidoreductase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-4993-MONOMER,G185E-4993,conserved hypothetical protein,
G185E-6788-MONOMER,G185E-6788,conserved protein,CCI-CYTOSOL-GP
G185E-5370-MONOMER,G185E-5370,probable conserved integral membrane transport protein,CCI-PM-BAC-ACT-GP
G185E-7162-MONOMER,G185E-7162,conserved hypothetical protein,
G185E-5748-MONOMER,G185E-5748,possible antitoxin,
G185E-4343-MONOMER,G185E-4343,probable aldehyde dehydrogenase,CCI-PM-BAC-ACT-GP
G185E-7540-MONOMER,G185E-7540,dTDP-6-deoxy-L-lyxo-4-hexulose reductase,CCI-CYTOSOL-GP
G185E-6121-MONOMER,G185E-6121,unknown protein,CCI-PM-BAC-ACT-GP
G185E-7911-MONOMER,G185E-7911,possible conserved membrane protein,CCI-PM-BAC-ACT-GP
G185E-6501-MONOMER,G185E-6501,hypothetical protein,
G185E-4596-MONOMER,G185E-4596,possible mycolic acid synthase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-4972-MONOMER,G185E-4972,possible transcriptional regulatory protein,CCI-CYTOSOL-GP
G185E-6772-MONOMER,G185E-6772,N utilization substance protein,CCI-CYTOSOL-GP
G185E-5353-MONOMER,G185E-5353,chp2 diacyltrehalose acyltransferase,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP
G185E-7146-MONOMER,G185E-7146,probable integrase/recombinase,CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-5732-MONOMER,G185E-5732,possible ketoacyl reductase,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-4327-MONOMER,G185E-4327,conserved hypothetical protein,CCI-PM-BAC-ACT-GP
G185E-7524-MONOMER,G185E-7524,rubredoxin 1,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-6105-MONOMER,G185E-6105,catalase-peroxidase KatG monomer,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-EXTRACELLULAR-GP
G185E-7895-MONOMER,G185E-7895,"ESX-1 secretion-associated protein A,",CCI-PM-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-6485-MONOMER,G185E-6485,II-dihydromenaquinone-9 &omega;-hydroxylase,CCI-PM-BAC-ACT-GP
G185E-4580-MONOMER,G185E-4580,conserved protein,CCI-EXTRACELLULAR-GP
G185E-4956-MONOMER,G185E-4956,conserved hypothetical protein,
G185E-6755-MONOMER,G185E-6755,"probable L,D-transpeptidase",CCI-EXTRACELLULAR-GP // CCI-PM-BAC-ACT-GP
G185E-5336-MONOMER,G185E-5336,probable transcriptional regulatory protein,CCI-CYTOSOL-GP
G185E-7130-MONOMER,G185E-7130,soluble secreted antigen,CCI-CYTOSOL-GP // CCI-EXTRACELLULAR-GP
G185E-5716-MONOMER,G185E-5716,probable conserved polyketide synthase associated protein,CCI-PM-BAC-ACT-GP
G185E-4311-MONOMER,G185E-4311,"L,D-transpeptidase 4",CCI-EXTRACELLULAR-GP
G185E-7508-MONOMER,G185E-7508,putative triacylglycerol synthase,CCI-PM-BAC-ACT-GP // CCI-CW-BAC-ACT-GP
G185E-6089-MONOMER,G185E-6089,probable membrane protein,CCI-PM-BAC-ACT-GP
G185E-7879-MONOMER,G185E-7879,Type III pantothenate kinase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-6469-MONOMER,G185E-6469,diacylglycerol kinase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP // CCI-CW-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-4564-MONOMER,G185E-4564,probable dehydrogenase/reductase,CCI-PM-BAC-ACT-GP
G185E-4940-MONOMER,G185E-4940,conserved protein,CCI-CYTOSOL-GP
G185E-6738-MONOMER,G185E-6738,probable acetyl-/propionyl-CoA carboxylase (beta subunit),CCI-CYTOSOL-GP
G185E-5319-MONOMER,G185E-5319,probable transcriptional regulatory protein,
G185E-7114-MONOMER,G185E-7114,possible antitoxin,
G185E-5700-MONOMER,G185E-5700,probable nucleotide-sugar epimerase,CCI-CYTOSOL-GP
G185E-4295-MONOMER,G185E-4295,probable conserved Mce associated protein,CCI-PM-BAC-ACT-GP
G185E-7492-MONOMER,G185E-7492,biotinylated protein,
G185E-6072-MONOMER,G185E-6072,probable conserved integral membrane protein,CCI-PM-BAC-ACT-GP
G185E-7862-MONOMER,G185E-7862,possible conserved lipoprotein,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-6451-MONOMER,G185E-6451,conserved protein,
G185E-4548-MONOMER,G185E-4548,probable thiamine biosynthesis protein,CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-4924-MONOMER,G185E-4924,conserved hypothetical protein,
G185E-6722-MONOMER,G185E-6722,probable enoyl-CoA hydratase,CCI-CYTOSOL-GP
G185E-5302-MONOMER,G185E-5302,possible acetyl-CoA acetyltransferase,
G185E-7098-MONOMER,G185E-7098,multifunctional siroheme synthase,CCI-CYTOSOL-GP
G185E-5684-MONOMER,G185E-5684,dodecin subunit,
G185E-4279-MONOMER,G185E-4279,,CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-7475-MONOMER,G185E-7475,conserved protein,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP
G185E-6056-MONOMER,G185E-6056,probable conserved transmembrane protein,CCI-PM-BAC-ACT-GP
G185E-7846-MONOMER,G185E-7846,"3,4-dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione 4,5-dioxygenase monomer",CCI-CYTOSOL-GP
G185E-6434-MONOMER,G185E-6434,probable exported protease,CCI-CW-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-4532-MONOMER,G185E-4532,glucose-6-phosphate dehydrogenase (coenzyme-F420) monomer,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-4907-MONOMER,G185E-4907,Uncharacterized HIT-like protein Rv0759c,CCI-CYTOSOL-GP
G185E-6705-MONOMER,G185E-6705,globin (oxygen-binding protein),CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-5286-MONOMER,G185E-5286,conserved hypothetical protein,
G185E-7082-MONOMER,G185E-7082,probable enoyl-CoA hydratase,CCI-CYTOSOL-GP
G185E-5668-MONOMER,G185E-5668,enoyl-[acyl carrier protein] reductase monomer,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP
G185E-4263-MONOMER,G185E-4263,possible S-adenosylmethionine-dependent methyltransferase,CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-7459-MONOMER,G185E-7459,conserved hypothetical alanine and proline-rich protein,
G185E-6040-MONOMER,G185E-6040,possible sensor-transducer protein,CCI-PM-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-7830-MONOMER,G185E-7830,"3-[(3a<i>S</i>,4<i>S</i>,5<i>R</i>,7a<i>S</i>)-5-hydroxy-7a-methyl-1-oxo-octahydro-1<i>H</i>-indene-4-carboxyl-CoA dehydrogenase",CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-6418-MONOMER,G185E-6418,probable cobalamin 5'-phosphate synthase,CCI-PM-BAC-ACT-GP
G185E-4516-MONOMER,G185E-4516,type II NADH:menaquinone oxidoreductase NdhA,CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-8209-MONOMER,G185E-8209,possible alternative RNA polymerase sigma factor SigM,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-4890-MONOMER,G185E-4890,conserved hypothetical protein,
G185E-6687-MONOMER,G185E-6687,2-oxoglutarate:ferredoxin oxidoreductase &alpha;/&gamma; subunit,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-5270-MONOMER,G185E-5270,possible para-nitrobenzyl esterase (fragment),
G185E-7066-MONOMER,G185E-7066,CRISPR-associated endoribonuclease Cas2,
G185E-5652-MONOMER,G185E-5652,probable cation transporter P-type ATPase D,CCI-PM-BAC-ACT-GP
G185E-4247-MONOMER,G185E-4247,probable 3-hydroxyl-thioester dehydratase,
G185E-7442-MONOMER,G185E-7442,possible peroxidase (non-haem peroxidase),CCI-CYTOSOL-GP
G185E-6024-MONOMER,G185E-6024,conserved protein,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP
G185E-7814-MONOMER,G185E-7814,3-oxosteroid 1-dehydrogenase,CCI-PM-BAC-ACT-GP
G185E-6401-MONOMER,G185E-6401,Putative bifunctional exonuclease/endonuclease protein Rv2191,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-4500-MONOMER,G185E-4500,conserved hypothetical protein,CCI-CYTOSOL-GP
G185E-8193-MONOMER,G185E-8193,ESX conserved component EccB2. ESX-2 type VII secretion system protein. Probable membrane protein.,CCI-CW-BAC-ACT-GP // CCI-EXTRACELLULAR-GP // CCI-PM-BAC-ACT-GP
G185E-4874-MONOMER,G185E-4874,possible D-xylulose kinase,CCI-CYTOSOL-GP
G185E-6671-MONOMER,G185E-6671,probable glutamate 5-kinase protein,CCI-CYTOSOL-GP
G185E-5253-MONOMER,G185E-5253,probable cellulase,
G185E-7050-MONOMER,G185E-7050,toxin,
G185E-5636-MONOMER,G185E-5636,possible transcriptional activator protein,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-4231-MONOMER,G185E-4231,"possible D-alpha,beta-D-heptose-1,7-biphosphate phosphatase",CCI-CYTOSOL-GP
G185E-7426-MONOMER,G185E-7426,possible dioxygenase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-6008-MONOMER,G185E-6008,conserved hypothetical protein,
G185E-7798-MONOMER,G185E-7798,conserved hypothetical protein,CCI-CYTOSOL-GP
G185E-6384-MONOMER,G185E-6384,conserved regulatory protein,
G185E-4484-MONOMER,G185E-4484,conserved protein,
G185E-8177-MONOMER,G185E-8177,ESX-1 secretion-associated protein EspK. Alanine and proline rich protein.,CCI-EXTRACELLULAR-GP // CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-4858-MONOMER,G185E-4858,50S ribosomal protein L14,CCI-CYTOSOL-GP // CCI-RIBOSOME-GP // CCI-PM-BAC-ACT-GP
G185E-5237-MONOMER,G185E-5237,conserved exported protein,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP
G185E-7034-MONOMER,G185E-7034,30S ribosomal protein S15,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP // CCI-RIBOSOME-GP
G185E-5620-MONOMER,G185E-5620,probable phosphoglycerate kinase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-4215-MONOMER,G185E-4215,(2<i>E</i>)-unsaturated fatty acyl-[acp] glycyltransferase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-5992-MONOMER,G185E-5992,ESX conserved component EccE5. ESX-5 type VII secretion system protein. Probable membrane protein.,CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-7782-MONOMER,G185E-7782,3-oxocholest-4-en-26-oyl-CoA dehydrogenase &beta; subunit,
G185E-6368-MONOMER,G185E-6368,conserved hypothetical protein,
G185E-4468-MONOMER,G185E-4468,probable lipoprotein,
G185E-8161-MONOMER,G185E-8161,unknown alanine rich protein,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-4842-MONOMER,G185E-4842,conserved hypothetical protein,CCI-CYTOSOL-GP
G185E-5221-MONOMER,G185E-5221,conserved protein,
G185E-7018-MONOMER,G185E-7018,PE family protein PE27,CCI-PM-BAC-ACT-GP
G185E-5604-MONOMER,G185E-5604,Nucleotide-binding protein Rv1421,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-4199-MONOMER,G185E-4199,uncharacterized protein,CCI-PM-BAC-ACT-GP
G185E-5974-MONOMER,G185E-5974,unknown protein,
G185E-7397-MONOMER,G185E-7397,DNA-binding transcriptional activator DevR/DosR,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-EXTRACELLULAR-GP
G185E-7765-MONOMER,G185E-7765,conserved hypothetical protein,
G185E-6352-MONOMER,G185E-6352,probable transmembrane protein,CCI-PM-BAC-ACT-GP
G185E-4452-MONOMER,G185E-4452,possible transcriptional regulatory protein (possibly TetR/AcrR-family),CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-8148-MONOMER,G185E-8148,conserved protein,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-4826-MONOMER,G185E-4826,30S ribosomal protein S7,CCI-CW-BAC-ACT-GP // CCI-RIBOSOME-GP // CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-5203-MONOMER,G185E-5203,conserved hypothetical protein,
G185E-7002-MONOMER,G185E-7002,probable dihydrodipicolinate synthase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-5588-MONOMER,G185E-5588,putative methyltransferase,CCI-CYTOSOL-GP
G185E-4183-MONOMER,G185E-4183,probable oxidoreductase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-5958-MONOMER,G185E-5958,putative transposase for insertion sequence element IS6110 (fragment),CCI-PM-BAC-ACT-GP
G185E-7380-MONOMER,G185E-7380,probable molybdenum cofactor biosynthesis protein MoeB2,CCI-CYTOSOL-GP
G185E-7749-MONOMER,G185E-7749,conserved protein,CCI-CYTOSOL-GP
G185E-6335-MONOMER,G185E-6335,probable oxidoreductase,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-8130-MONOMER,G185E-8130,SERYL-tRNA synthetase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-4810-MONOMER,G185E-4810,DNA-directed RNA polymerase (beta chain),CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-5187-MONOMER,G185E-5187,probable sensor protein,CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-6986-MONOMER,G185E-6986,conserved hypothetical cysteine rich protein (fragment),
G185E-5572-MONOMER,G185E-5572,probable guanylate kinase,CCI-CYTOSOL-GP
G185E-4167-MONOMER,G185E-4167,30S ribosomal protein S6,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP // CCI-RIBOSOME-GP
G185E-5942-MONOMER,G185E-5942,hypothetical protein Rv1747,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-7364-MONOMER,G185E-7364,probable SSRA-binding protein,CCI-CYTOSOL-GP
G185E-7733-MONOMER,G185E-7733,50S ribosomal protein L17,CCI-CW-BAC-ACT-GP // CCI-RIBOSOME-GP // CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-6319-MONOMER,G185E-6319,probable integral membrane protein,CCI-PM-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-8114-MONOMER,G185E-8114,Putative Rieske 2Fe-2S iron-sulfur protein Rv3818,CCI-CYTOSOL-GP
G185E-4794-MONOMER,G185E-4794,50S ribosomal protein L10,CCI-CW-BAC-ACT-GP // CCI-RIBOSOME-GP // CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-5173-MONOMER,G185E-5173,50S ribosomal protein L25,CCI-RIBOSOME-GP // CCI-CYTOSOL-GP
G185E-6970-MONOMER,G185E-6970,conserved hypothetical protein,
G185E-5555-MONOMER,G185E-5555,glycolipid sulfotransferase,CCI-CYTOSOL-GP
G185E-4151-MONOMER,G185E-4151,probable conserved integral membrane protein,CCI-PM-BAC-ACT-GP
G185E-5925-MONOMER,G185E-5925,possible succinate-semialdehyde dehydrogenase [NADP+] dependent,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-7347-MONOMER,G185E-7347,probable short-chain type dehydrogenase/reductase,CCI-CYTOSOL-GP
G185E-7717-MONOMER,G185E-7717,hypothetical protein,
G185E-6300-MONOMER,G185E-6300,sec-independent protein translocase membrane-bound protein,CCI-PM-BAC-ACT-GP
G185E-8098-MONOMER,G185E-8098,Rv3802c lipase/thioesterase,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-PERI-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-4777-MONOMER,G185E-4777,HadA,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-5157-MONOMER,G185E-5157,unknown protein,CCI-PM-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-6954-MONOMER,G185E-6954,hypothetical protein,
G185E-5538-MONOMER,G185E-5538,probable transcriptional regulatory protein,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-4135-MONOMER,G185E-4135,conserved hypothetical protein,CCI-CYTOSOL-GP
G185E-7331-MONOMER,G185E-7331,probable conserved transmembrane protein,CCI-PM-BAC-ACT-GP
G185E-5910-MONOMER,G185E-5910,conserved hypothetical protein,CCI-CYTOSOL-GP
G185E-7701-MONOMER,G185E-7701,hypothetical protein,
G185E-6284-MONOMER,G185E-6284,conserved hypothetical protein,
G185E-8082-MONOMER,G185E-8082,unknown protein,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-6665-MONOMER,G185E-6665,probable conserved transmembrane protein,CCI-PM-BAC-ACT-GP
G185E-4759-MONOMER,G185E-4759,possible membrane protein,CCO-MEMBRANE
G185E-5140-MONOMER,G185E-5140,probable serine protease,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-PERI-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-6938-MONOMER,G185E-6938,probable conserved integral membrane alanine and valine and leucine rich protein,CCI-PM-BAC-ACT-GP
G185E-5521-MONOMER,G185E-5521,conserved membrane protein,CCI-PM-BAC-ACT-GP
G185E-4116-MONOMER,G185E-4116,DNA gyrase (subunit B),CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-BAC-NUCLEOID-GP // CCI-PM-BAC-ACT-GP
G185E-7314-MONOMER,G185E-7314,probable glutaredoxin electron transport component of NRDEF (glutaredoxin-like protein),
G185E-5894-MONOMER,G185E-5894,probable catechol-O-methyltransferase,
G185E-7685-MONOMER,G185E-7685,possible toxin VapC47. Contains PIN domain.,
G185E-6268-MONOMER,G185E-6268,possible toxin,
G185E-8063-MONOMER,G185E-8063,probable remnant of a transposase,
G185E-6648-MONOMER,G185E-6648,Diglucosylglycerate octanoyltransferase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-4742-MONOMER,G185E-4742,hypothetical protein,
G185E-5124-MONOMER,G185E-5124,conserved protein,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP
G185E-6922-MONOMER,G185E-6922,probable peptide methionine sulfoxide reductase,CCI-CYTOSOL-GP
G185E-5505-MONOMER,G185E-5505,"1,4-alpha-glucan branching enzyme",CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-7297-MONOMER,G185E-7297,probable conserved secreted protein,CCI-PM-BAC-ACT-GP // CCI-CW-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-5877-MONOMER,G185E-5877,probable conserved ATP-binding protein ABC transporter,
G185E-7669-MONOMER,G185E-7669,nucleoside hydrolase IunH,CCI-CYTOSOL-GP
G185E-6251-MONOMER,G185E-6251,mycoketide-CoA synthase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-8047-MONOMER,G185E-8047,possible osmoprotectant (glycine betaine/carnitine/choline/L-proline) transport integral membrane protein ABC transporter,CCI-PM-BAC-ACT-GP
G185E-6632-MONOMER,G185E-6632,Trehalase,CCI-PM-BAC-ACT-GP
G185E-4726-MONOMER,G185E-4726,mce-family protein Mce2C,CCI-CW-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-5108-MONOMER,G185E-5108,possible oxidoreductase,CCI-CYTOSOL-GP
G185E-6906-MONOMER,G185E-6906,possible prophage protein,
G185E-5485-MONOMER,G185E-5485,probable ATP synthase epsilon chain,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-7277-MONOMER,G185E-7277,PE family protein PE27A,
G185E-5861-MONOMER,G185E-5861,probable membrane protein,CCI-PM-BAC-ACT-GP
G185E-7653-MONOMER,G185E-7653,,CCI-CYTOSOL-GP
G185E-6235-MONOMER,G185E-6235,Putative NAD(P)H nitroreductase acg,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-8030-MONOMER,G185E-8030,possible triacylglycerol synthase,CCI-PM-BAC-ACT-GP // CCI-CW-BAC-ACT-GP
G185E-6615-MONOMER,G185E-6615,probable resuscitation-promoting factor,CCI-PM-BAC-ACT-GP // CCI-EXTRACELLULAR-GP
G185E-4710-MONOMER,G185E-4710,probable transcriptional regulatory protein (possibly ArsR-family),CCI-CYTOSOL-GP
G185E-5091-MONOMER,G185E-5091,"putative phosphate ABC transporter, membrane subunit PstA2",CCI-PM-BAC-ACT-GP
G185E-6886-MONOMER,G185E-6886,possible transcriptional regulatory protein (probably ArsR-family),
G185E-5469-MONOMER,G185E-5469,threonine synthase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-7261-MONOMER,G185E-7261,acetolactate synthase (large subunit),CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-5845-MONOMER,G185E-5845,probable acetylornithine aminotransferase,CCI-CYTOSOL-GP
G185E-7637-MONOMER,G185E-7637,Pentapeptide repeat protein MfpA,
G185E-6218-MONOMER,G185E-6218,hypothetical protein,
G185E-8014-MONOMER,G185E-8014,probable cutinase [second part],CCI-EXTRACELLULAR-GP // CCI-PM-BAC-ACT-GP // CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-6599-MONOMER,G185E-6599,probable chaperone protein,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-4693-MONOMER,G185E-4693,2-heptyl-1-hydroxy-4(1<i>H</i>)-quinolinone methyltransferase,CCI-CYTOSOL-GP
G185E-5073-MONOMER,G185E-5073,GCN5-related N-acetyltransferase,
G185E-6870-MONOMER,G185E-6870,hypoxic response protein 1,CCI-CW-BAC-ACT-GP // CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-EXTRACELLULAR-GP
G185E-5452-MONOMER,G185E-5452,probable periplasmic oligopeptide-binding lipoprotein,CCI-PERI-ACT-GP // CCI-PM-BAC-ACT-GP
G185E-7243-MONOMER,G185E-7243,probable 3-isopropylmalate dehydratase (large subunit),CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-5829-MONOMER,G185E-5829,conserved hypothetical membrane protein,CCI-EXTRACELLULAR-GP // CCI-PM-BAC-ACT-GP
G185E-4425-MONOMER,G185E-4425,probable transcriptional regulatory protein (probably TetR/AcrR-family),CCI-CYTOSOL-GP
G185E-7621-MONOMER,G185E-7621,PE-PGRS family protein PE_PGRS50,CCI-EXTRACELLULAR-GP
G185E-6201-MONOMER,G185E-6201,probable conserved integral membrane protein,CCI-PM-BAC-ACT-GP
G185E-7996-MONOMER,G185E-7996,aspartokinase,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-6583-MONOMER,G185E-6583,probable glycyl-tRNA synthetase,CCI-EXTRACELLULAR-GP // CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-4677-MONOMER,G185E-4677,possible conserved transmembrane protein,CCI-PM-BAC-ACT-GP
G185E-5057-MONOMER,G185E-5057,two component response transcriptional regulatory protein,CCI-PM-BAC-ACT-GP // CCI-CYTOSOL-GP
G185E-6854-MONOMER,G185E-6854,phosphatidylinositol dimannoside acyltransferase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-5435-MONOMER,G185E-5435,adenylyl cyclase,CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-7227-MONOMER,G185E-7227,possible conserved membrane or exported protein,CCI-EXTRACELLULAR-GP
G185E-5812-MONOMER,G185E-5812,probable conserved membrane protein,CCI-PM-BAC-ACT-GP
G185E-4409-MONOMER,G185E-4409,PPE family protein PPE4,CCI-PM-BAC-ACT-GP
G185E-7605-MONOMER,G185E-7605,probable aminotransferase,CCI-CYTOSOL-GP
G185E-6185-MONOMER,G185E-6185,DNA-binding transcriptional dual regulator,CCI-CYTOSOL-GP
G185E-7980-MONOMER,G185E-7980,possible conserved membrane protein,CCI-PM-BAC-ACT-GP
G185E-6567-MONOMER,G185E-6567,probable conserved lipoprotein,
G185E-4661-MONOMER,G185E-4661,possible cytochrome C-type biogenesis protein,CCI-PM-BAC-ACT-GP
G185E-5041-MONOMER,G185E-5041,conserved hypothetical protein,
G185E-6838-MONOMER,G185E-6838,possible toxin VapC40. Contains PIN domain.,
G185E-5419-MONOMER,G185E-5419,2-hydroxy-3-oxoadipate synthase,CCI-CW-BAC-ACT-GP // CCI-CYTOSOL-GP // CCI-PM-BAC-ACT-GP
G185E-7211-MONOMER,G185E-7211,[&alpha;-L-rhamnopyranosyl-(1&rarr;3)-2-<i>O</i>-methyl-&alpha;-L-rhamnopyranosyl] dimycocerosyl phenol-phthiocerol fucosyltransferase,CCI-PM-BAC-ACT-GP
G185E-5796-MONOMER,G185E-5796,probable peroxidoxin,CCI-CYTOSOL-GP
