Proteins	Common-Name	Locations	Genes of polypeptide, complex, or RNA
SYNPCC7942_0768-MONOMER	conserved hypothetical protein		SYNPCC7942_0768
SYNPCC7942_2523-MONOMER	hypothetical protein		SYNPCC7942_2523
SYNPCC7942_1142-MONOMER	methionyl-tRNA synthetase	CCI-CYTOSOL-GN	SYNPCC7942_1142
SYNPCC7942_0018-MONOMER	glycyl-tRNA synthetase, beta subunit	CCI-CYTOSOL-GN	SYNPCC7942_0018
SYNPCC7942_1508-MONOMER	conserved hypothetical protein		SYNPCC7942_1508
SYNPCC7942_0387-MONOMER	Protein of unknown function UPF0079	CCI-CYTOSOL-GN	SYNPCC7942_0387
SYNPCC7942_1877-MONOMER	Transglutaminase-like	CCO-MEMBRANE	SYNPCC7942_1877
SYNPCC7942_2139-MONOMER	probable glutathione S-transferase		SYNPCC7942_2139
SYNPCC7942_0752-MONOMER	conserved hypothetical protein		SYNPCC7942_0752
SYNPCC7942_2507-MONOMER	conserved hypothetical protein		SYNPCC7942_2507
SYNPCC7942_1126-MONOMER	ABC transporter permease protein	CCO-MEMBRANE	SYNPCC7942_1126
SYNPCC7942_0002-MONOMER	hypothetical protein		SYNPCC7942_0002
SYNPCC7942_1491-MONOMER	bicarbonate transport ATP-binding subunit D		SYNPCC7942_1491
SYNPCC7942_0371-MONOMER	homoserine O-succinyltransferase	CCI-CYTOSOL-GN	SYNPCC7942_0371
SYNPCC7942_1861-MONOMER	neutural amino acids ABC transporter periplasmic binding protein		SYNPCC7942_1861
SYNPCC7942_2123-MONOMER	anthranilate phosphoribosyltransferase		SYNPCC7942_2123
SYNPCC7942_0736-MONOMER	electron transfer protein		SYNPCC7942_0736
SYNPCC7942_2491-MONOMER	DNA gyrase, B subunit	CCI-CYTOSOL-GN	SYNPCC7942_2491
SYNPCC7942_1110-MONOMER	response regulator receiver domain protein (CheY-like)		SYNPCC7942_1110
HTX97_RS00030-MONOMER	bifunctional DNA primase/polymerase		HTX97_RS00030
SYNPCC7942_1475-MONOMER	sodium-dependent bicarbonate transporter	CCO-MEMBRANE	SYNPCC7942_1475
SYNPCC7942_0355-MONOMER	ribosome-binding factor A	CCI-CYTOSOL-GN	SYNPCC7942_0355
SYNPCC7942_1845-MONOMER	conserved hypothetical protein		SYNPCC7942_1845
SYNPCC7942_2107-MONOMER	ABC-type cyanate transport system periplasmic component		SYNPCC7942_2107
SYNPCC7942_0720-MONOMER	conserved hypothetical protein		SYNPCC7942_0720
SYNPCC7942_2475-MONOMER	argininosuccinate lyase	CCI-CYTOSOL-GN	SYNPCC7942_2475
SYNPCC7942_1094-MONOMER	putative transcriptional activator, TenA family		SYNPCC7942_1094
SYNPCC7942_1459-MONOMER	conserved hypothetical protein		SYNPCC7942_1459
SYNPCC7942_0339-MONOMER	conserved hypothetical protein		SYNPCC7942_0339
SYNPCC7942_1829-MONOMER	Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase	CCI-CYTOSOL-GN	SYNPCC7942_1829
SYNPCC7942_0704-MONOMER	Chloramphenicol O-acetyltransferase		SYNPCC7942_0704
SYNPCC7942_2459-MONOMER	conserved hypothetical protein		SYNPCC7942_2459
SYNPCC7942_1078-MONOMER	conserved hypothetical protein		SYNPCC7942_1078
SYNPCC7942_1443-MONOMER	ketose-bisphosphate aldolases Fructose-bisphosphate aldolase, class II, Calvin cycle subtype		SYNPCC7942_1443
SYNPCC7942_0323-MONOMER	cytochrome c biogenesis protein	CCO-MEMBRANE	SYNPCC7942_0323
SYNPCC7942_1813-MONOMER	HtpG	CCO-MEMBRANE	SYNPCC7942_1813
SYNPCC7942_0688-MONOMER	putative transcriptional regulator, ArsR family		SYNPCC7942_0688
SYNPCC7942_2443-MONOMER	Phosphate ABC transporter, permease protein PstC	CCI-PM-BAC-NEG-GN	SYNPCC7942_2443
SYNPCC7942_1062-MONOMER	conserved hypothetical protein		SYNPCC7942_1062
SYNPCC7942_1427-MONOMER	ribulose-bisphosphate carboxylase small subunit		SYNPCC7942_1427
SYNPCC7942_0307-MONOMER	Na+/H+ antiporter	CCO-MEMBRANE	SYNPCC7942_0307
SYNPCC7942_1797-MONOMER	conserved hypothetical protein		SYNPCC7942_1797
SYNPCC7942_0672-MONOMER	RNA polymerase sigma factor SigA3	CCI-CYTOSOL-GN	SYNPCC7942_0672
SYNPCC7942_2427-MONOMER	3-mercaptopyruvate sulfurtransferase		SYNPCC7942_2427
SYNPCC7942_1042-MONOMER	conserved hypothetical protein		SYNPCC7942_1042
SYNPCC7942_1411-MONOMER	conserved hypothetical protein		SYNPCC7942_1411
SYNPCC7942_0291-MONOMER	conserved hypothetical protein		SYNPCC7942_0291
SYNPCC7942_1781-MONOMER	conserved hypothetical protein		SYNPCC7942_1781
SYNPCC7942_0656-MONOMER	CP43	CCI-CYTOSOL-GN // CCI-THY-MEM-CYA-GN	SYNPCC7942_0656
SYNPCC7942_2411-MONOMER	conserved hypothetical protein		SYNPCC7942_2411
SYNPCC7942_1026-MONOMER	fibronectin binding protein-like		SYNPCC7942_1026
SYNPCC7942_2408-MONOMER	conserved hypothetical protein		SYNPCC7942_2408
SYNPCC7942_1023-MONOMER	conserved hypothetical protein		SYNPCC7942_1023
SYNPCC7942_1392-MONOMER	alkaline phosphatase	CCI-PERI-BAC-GN	SYNPCC7942_1392
SYNPCC7942_0272-MONOMER			SYNPCC7942_0272
SYNPCC7942_1762-MONOMER	conserved hypothetical protein	CCO-MEMBRANE	SYNPCC7942_1762
SYNPCC7942_0640-MONOMER	ATPase	CCO-MEMBRANE	SYNPCC7942_0640
SYNPCC7942_2392-MONOMER	conserved hypothetical protein		SYNPCC7942_2392
SYNPCC7942_1007-MONOMER	fumarate hydratase, class II	CCI-CYTOSOL-GN	SYNPCC7942_1007
SYNPCC7942_0256-MONOMER	Peptidase M20D, amidohydrolase		SYNPCC7942_0256
SYNPCC7942_1746-MONOMER	RNA polymerase sigma factor SigA2	CCI-CYTOSOL-GN	SYNPCC7942_1746
SYNPCC7942_0624-MONOMER	light dependent period		SYNPCC7942_0624
SYNPCC7942_2376-MONOMER	conserved hypothetical protein		SYNPCC7942_2376
SYNPCC7942_0991-MONOMER	cytoplasmic membrane protein	CCI-PM-BAC-NEG-GN	SYNPCC7942_0991
SYNPCC7942_1363-MONOMER	hypothetical protein		SYNPCC7942_1363
SYNPCC7942_0240-MONOMER	allophycocyanin &alpha;-subunit	CCI-THY-MEM-CYA-GN	SYNPCC7942_0240
SYNPCC7942_1730-MONOMER	conserved hypothetical protein		SYNPCC7942_1730
SYNPCC7942_0608-MONOMER	acireductone dioxygenase [iron(II)-requiring]		SYNPCC7942_0608
SYNPCC7942_2098-MONOMER	dTDP-4-dehydrorhamnose 3,5-epimerase		SYNPCC7942_2098
SYNPCC7942_2360-MONOMER	N-acetylmuramoyl-L-alanine amidase		SYNPCC7942_2360
SYNPCC7942_0975-MONOMER	methyltransferase	CCI-CYTOSOL-GN	SYNPCC7942_0975
SYNPCC7942_1347-MONOMER	2-hydroxyacid dehydrogenase-like		SYNPCC7942_1347
SYNPCC7942_0224-MONOMER	PsbN	CCI-THY-MEM-CYA-GN	SYNPCC7942_0224
SYNPCC7942_1714-MONOMER	Homoserine O-acetyltransferase		SYNPCC7942_1714
SYNPCC7942_0592-MONOMER	6-phosphofructokinase	CCI-CYTOSOL-GN	SYNPCC7942_0592
SYNPCC7942_2082-MONOMER	elongation factor EF-G		SYNPCC7942_2082
SYNPCC7942_2344-MONOMER	conserved hypothetical protein	CCI-THY-MEM-CYA-GN	SYNPCC7942_2344
SYNPCC7942_0959-MONOMER	GTP-binding protein	CCI-CYTOSOL-GN	SYNPCC7942_0959
SYNPCC7942_1331-MONOMER	CAB/ELIP/HLIP superfamily protein	CCO-MEMBRANE	SYNPCC7942_1331
SYNPCC7942_0208-MONOMER	TPR repeat		SYNPCC7942_0208
SYNPCC7942_1698-MONOMER	putative transcriptional regulator		SYNPCC7942_1698
SYNPCC7942_0576-MONOMER	thiamine biosynthesis protein ThiG	CCI-CYTOSOL-GN	SYNPCC7942_0576
SYNPCC7942_2066-MONOMER	TIM-barrel protein, yjbN family		SYNPCC7942_2066
SYNPCC7942_2328-MONOMER	TPR repeat		SYNPCC7942_2328
SYNPCC7942_0943-MONOMER	acetylornithine aminotransferase	CCI-CYTOSOL-GN	SYNPCC7942_0943
SYNPCC7942_1315-MONOMER	gid protein	CCI-CYTOSOL-GN	SYNPCC7942_1315
SYNPCC7942_0192-MONOMER	conserved hypothetical protein YCF60	CCO-MEMBRANE	SYNPCC7942_0192
SYNPCC7942_1682-MONOMER	sulfate transport system permease protein CysT	CCI-PM-BAC-NEG-GN	SYNPCC7942_1682
SYNPCC7942_0560-MONOMER	ATPase	CCO-MEMBRANE	SYNPCC7942_0560
SYNPCC7942_2050-MONOMER	hypothetical protein		SYNPCC7942_2050
SYNPCC7942_2312-MONOMER	UDP-N-acetylglucosamine--N-acetylmuramyl- (pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	CCI-PM-BAC-NEG-GN	SYNPCC7942_2312
SYNPCC7942_0927-MONOMER	phosphoribosylaminoimidazole-succinocarboxamide synthase		SYNPCC7942_0927
SYNPCC7942_1299-MONOMER	conserved hypothetical protein		SYNPCC7942_1299
SYNPCC7942_0176-MONOMER	conserved hypothetical protein	CCO-MEMBRANE	SYNPCC7942_0176
SYNPCC7942_1666-MONOMER	conserved hypothetical protein	CCO-MEMBRANE	SYNPCC7942_1666
SYNPCC7942_0544-MONOMER	conserved hypothetical protein		SYNPCC7942_0544
SYNPCC7942_2034-MONOMER	conserved hypothetical protein		SYNPCC7942_2034
SYNPCC7942_2296-MONOMER	L-glutamine synthetase type IV subunit		SYNPCC7942_2296
SYNPCC7942_0911-MONOMER	conserved hypothetical protein	CCO-MEMBRANE	SYNPCC7942_0911
SYNPCC7942_1283-MONOMER	molybdopterin synthase subunit 2		SYNPCC7942_1283
SYNPCC7942_0160-MONOMER	GTP-binding protein Era	CCI-PM-BAC-NEG-GN // CCI-CYTOSOL-GN	SYNPCC7942_0160
SYNPCC7942_1650-MONOMER	phosphorylase kinase		SYNPCC7942_1650
SYNPCC7942_0528-MONOMER	lipopolysaccharide biosynthesis proteins LPS		SYNPCC7942_0528
SYNPCC7942_2018-MONOMER	conserved hypothetical protein	CCO-MEMBRANE	SYNPCC7942_2018
SYNPCC7942_2280-MONOMER	TPR repeat	CCO-MEMBRANE	SYNPCC7942_2280
SYNPCC7942_0895-MONOMER	conserved hypothetical protein		SYNPCC7942_0895
SYNPCC7942_B2649-MONOMER	hypothetical protein	CCI-THY-MEM-CYA-GN	SYNPCC7942_B2649
SYNPCC7942_1267-MONOMER	conserved hypothetical protein	CCO-MEMBRANE	SYNPCC7942_1267
SYNPCC7942_0144-MONOMER	conserved hypothetical protein	CCO-MEMBRANE	SYNPCC7942_0144
SYNPCC7942_1634-MONOMER	conserved hypothetical protein		SYNPCC7942_1634
SYNPCC7942_0512-MONOMER	conserved hypothetical protein YCF84	CCI-PM-BAC-NEG-GN	SYNPCC7942_0512
SYNPCC7942_2002-MONOMER	hypothetical protein		SYNPCC7942_2002
SYNPCC7942_2264-MONOMER	transcriptional regulator, LuxR family		SYNPCC7942_2264
SYNPCC7942_0879-MONOMER	Ribonuclease HII	CCI-CYTOSOL-GN	SYNPCC7942_0879
SYNPCC7942_B2633-MONOMER	molybdopterin-guanine dinucleotide biosynthesis protein		SYNPCC7942_B2633
SYNPCC7942_1251-MONOMER	metalloendopeptidase, putative, glycoprotease family	CCI-CYTOSOL-GN	SYNPCC7942_1251
SYNPCC7942_0128-MONOMER	conserved hypothetical protein	CCO-MEMBRANE	SYNPCC7942_0128
SYNPCC7942_1618-MONOMER	Single-stranded nucleic acid binding protein R3H		SYNPCC7942_1618
SYNPCC7942_0496-MONOMER	hypothetical protein		SYNPCC7942_0496
SYNPCC7942_1986-MONOMER	processing protease		SYNPCC7942_1986
SYNPCC7942_2248-MONOMER	Histone-like DNA-binding protein		SYNPCC7942_2248
SYNPCC7942_0863-MONOMER	conserved hypothetical protein		SYNPCC7942_0863
SYNPCC7942_B2617-MONOMER	conserved hypothetical protein		SYNPCC7942_B2617
SYNPCC7942_1235-MONOMER	ferredoxin-nitrate reductase		SYNPCC7942_1235
SYNPCC7942_0111-MONOMER	DnaK protein-like		SYNPCC7942_0111
SYNPCC7942_1602-MONOMER	RNA methyltransferase TrmH, group 1	CCI-CYTOSOL-GN	SYNPCC7942_1602
SYNPCC7942_0480-MONOMER	GAF sensor signal transduction histidine kinase		SYNPCC7942_0480
SYNPCC7942_1970-MONOMER	N-acyl-L-amino acid amidohydrolase		SYNPCC7942_1970
SYNPCC7942_2232-MONOMER	50S ribosomal subunit protein L3	CCI-RIBOSOME-GN	SYNPCC7942_2232
SYNPCC7942_0846-MONOMER	conserved hypothetical protein		SYNPCC7942_0846
SYNPCC7942_2600-MONOMER	protoheme IX farnesyltransferase	CCI-PM-BAC-NEG-GN	SYNPCC7942_2600
SYNPCC7942_1219-MONOMER	50S ribosomal subunit protein L21	CCI-CYTOSOL-GN // CCI-RIBOSOME-GN	SYNPCC7942_1219
SYNPCC7942_0095-MONOMER	RpaA response regulator		SYNPCC7942_0095
SYNPCC7942_1586-MONOMER	periplasmic sensor signal transduction histidine kinase	CCO-MEMBRANE	SYNPCC7942_1586
SYNPCC7942_0464-MONOMER	conserved hypothetical protein	CCI-BAC-NUCLEOID-GN // CCI-CYTOSOL-GN	SYNPCC7942_0464
SYNPCC7942_1954-MONOMER	CTP synthase		SYNPCC7942_1954
SYNPCC7942_2216-MONOMER	30S ribosomal subunit protein S5	CCI-RIBOSOME-GN	SYNPCC7942_2216
SYNPCC7942_0829-MONOMER	Lipoproteins-like		SYNPCC7942_0829
SYNPCC7942_2584-MONOMER	probable short chain dehydrogenase		SYNPCC7942_2584
SYNPCC7942_1203-MONOMER	conserved hypothetical protein		SYNPCC7942_1203
SYNPCC7942_0079-MONOMER	conserved hypothetical protein YCF41		SYNPCC7942_0079
SYNPCC7942_1570-MONOMER	cation translocating P-type ATPase	CCI-PM-BAC-NEG-GN	SYNPCC7942_1570
SYNPCC7942_0448-MONOMER	Peptidase M50, putative membrane-associated zinc metallopeptidase	CCI-PM-BAC-NEG-GN	SYNPCC7942_0448
SYNPCC7942_1938-MONOMER	multidrug-efflux transporter	CCI-PM-BAC-NEG-GN	SYNPCC7942_1938
SYNPCC7942_2200-MONOMER	conserved hypothetical protein		SYNPCC7942_2200
SYNPCC7942_0813-MONOMER	histidyl-tRNA synthetase 2, putative	CCI-CYTOSOL-GN	SYNPCC7942_0813
SYNPCC7942_2568-MONOMER	conserved hypothetical protein		SYNPCC7942_2568
SYNPCC7942_1187-MONOMER	conserved hypothetical protein		SYNPCC7942_1187
SYNPCC7942_0063-MONOMER	dual specificity protein phosphatase		SYNPCC7942_0063
SYNPCC7942_1554-MONOMER	ClpP1	CCI-CYTOSOL-GN	SYNPCC7942_1554
SYNPCC7942_0432-MONOMER	D-alanyl-D-alanine dipeptidase		SYNPCC7942_0432
SYNPCC7942_1922-MONOMER	putative transmembrane transcriptional regulator	CCO-MEMBRANE	SYNPCC7942_1922
SYNPCC7942_2184-MONOMER	conserved hypothetical protein		SYNPCC7942_2184
SYNPCC7942_0797-MONOMER	hypothetical protein		SYNPCC7942_0797
SYNPCC7942_2552-MONOMER	hydrogenase accessory protein HypB		SYNPCC7942_2552
SYNPCC7942_1171-MONOMER	conserved hypothetical protein		SYNPCC7942_1171
SYNPCC7942_0047-MONOMER	TPR repeat		SYNPCC7942_0047
SYNPCC7942_1537-MONOMER	hypothetical protein		SYNPCC7942_1537
SYNPCC7942_0416-MONOMER	conserved hypothetical protein		SYNPCC7942_0416
SYNPCC7942_1906-MONOMER	conserved hypothetical protein		SYNPCC7942_1906
SYNPCC7942_2168-MONOMER	ATP-dependent DNA helicase PcrA	CCI-CYTOSOL-GN	SYNPCC7942_2168
SYNPCC7942_0781-MONOMER	phosphoenolpyruvate synthase		SYNPCC7942_0781
SYNPCC7942_2536-MONOMER	Heat shock protein DnaJ-like		SYNPCC7942_2536
SYNPCC7942_1155-MONOMER	conserved hypothetical protein		SYNPCC7942_1155
SYNPCC7942_0031-MONOMER	adenosylmethionine-8-amino-7-oxononanoate aminotransferase	CCI-CYTOSOL-GN	SYNPCC7942_0031
SYNPCC7942_1521-MONOMER	TatD-related deoxyribonuclease		SYNPCC7942_1521
SYNPCC7942_0400-MONOMER	Anthranilate synthase, component II		SYNPCC7942_0400
SYNPCC7942_1890-MONOMER	conserved hypothetical protein	CCO-MEMBRANE	SYNPCC7942_1890
SYNPCC7942_2152-MONOMER	conserved hypothetical protein	CCO-MEMBRANE	SYNPCC7942_2152
SYNPCC7942_0765-MONOMER	hypothetical protein		SYNPCC7942_0765
SYNPCC7942_2520-MONOMER	conserved hypothetical protein		SYNPCC7942_2520
SYNPCC7942_1139-MONOMER	conserved hypothetical protein		SYNPCC7942_1139
SYNPCC7942_0015-MONOMER	prolyl 4-hydroxylase		SYNPCC7942_0015
SYNPCC7942_1505-MONOMER	3-isopropylmalate dehydrogenase	CCI-CYTOSOL-GN	SYNPCC7942_1505
SYNPCC7942_0384-MONOMER	hypothetical protein	CCO-MEMBRANE	SYNPCC7942_0384
SYNPCC7942_1874-MONOMER	RNA methyltransferase TrmH, group 2	CCI-CYTOSOL-GN	SYNPCC7942_1874
SYNPCC7942_2136-MONOMER	dihydrodipicolinate reductase	CCI-CYTOSOL-GN	SYNPCC7942_2136
SYNPCC7942_0749-MONOMER	hypothetical protein		SYNPCC7942_0749
SYNPCC7942_2504-MONOMER	conserved hypothetical protein		SYNPCC7942_2504
SYNPCC7942_1123-MONOMER	30S ribosomal subunit protein S18	CCI-RIBOSOME-GN	SYNPCC7942_1123
MONOMER490-9	hypothetical protein		G490-2
SYNPCC7942_1488-MONOMER	bicarbonate-binding protein	CCI-PM-BAC-NEG-GN	SYNPCC7942_1488
SYNPCC7942_0368-MONOMER	exodeoxyribonuclease VII, large subunit	CCI-CYTOSOL-GN	SYNPCC7942_0368
SYNPCC7942_1858-MONOMER	heme oxygenase 1		SYNPCC7942_1858
SYNPCC7942_2120-MONOMER	Ribonuclease III	CCI-CYTOSOL-GN	SYNPCC7942_2120
SYNPCC7942_0733-MONOMER	phage portal protein, lambda		SYNPCC7942_0733
SYNPCC7942_2488-MONOMER	conserved hypothetical protein		SYNPCC7942_2488
SYNPCC7942_1107-MONOMER	TPR repeat		SYNPCC7942_1107
HTX97_RS00015-MONOMER	hemolysin XhlA family protein		HTX97_RS00015
SYNPCC7942_1472-MONOMER	conserved hypothetical protein	CCI-PM-BAC-NEG-GN	SYNPCC7942_1472
SYNPCC7942_0352-MONOMER	Methionine sulfoxide reductase B	CCO-MEMBRANE	SYNPCC7942_0352
SYNPCC7942_1842-MONOMER	Transposase, IS605 OrfB		SYNPCC7942_1842
SYNPCC7942_2104-MONOMER	cyanate lyase		SYNPCC7942_2104
SYNPCC7942_0717-MONOMER	Deoxycytidine triphosphate deaminase		SYNPCC7942_0717
SYNPCC7942_2472-MONOMER	signal recognition particle-docking protein FtsY	CCI-PM-BAC-NEG-GN // CCI-CYTOSOL-GN	SYNPCC7942_2472
SYNPCC7942_1091-MONOMER	conserved hypothetical protein		SYNPCC7942_1091
SYNPCC7942_1456-MONOMER	malonyl CoA-acyl carrier protein transacylase		SYNPCC7942_1456
SYNPCC7942_0336-MONOMER	ATP synthase F1, &alpha; subunit	CCI-THY-MEM-CYA-GN	SYNPCC7942_0336
SYNPCC7942_1826-MONOMER	mRNA-binding protein		SYNPCC7942_1826
SYNPCC7942_0701-MONOMER	conserved hypothetical protein		SYNPCC7942_0701
SYNPCC7942_2456-MONOMER	conserved hypothetical protein		SYNPCC7942_2456
SYNPCC7942_1075-MONOMER	conserved hypothetical protein		SYNPCC7942_1075
SYNPCC7942_1440-MONOMER	homoserine kinase	CCI-CYTOSOL-GN	SYNPCC7942_1440
SYNPCC7942_0320-MONOMER	UDP-glucose 4-epimerase		SYNPCC7942_0320
SYNPCC7942_1810-MONOMER	flavoprotein		SYNPCC7942_1810
SYNPCC7942_0685-MONOMER	GroEL2 monomer	CCI-CYTOSOL-GN	SYNPCC7942_0685
SYNPCC7942_2440-MONOMER	Polyribonucleotide nucleotidyltransferase	CCI-CYTOSOL-GN	SYNPCC7942_2440
SYNPCC7942_1059-MONOMER	conserved hypothetical protein	CCO-MEMBRANE	SYNPCC7942_1059
SYNPCC7942_1424-MONOMER	carboxysome assembly protein CcmN		SYNPCC7942_1424
SYNPCC7942_0304-MONOMER	conserved hypothetical protein		SYNPCC7942_0304
SYNPCC7942_1794-MONOMER	transaminase		SYNPCC7942_1794
SYNPCC7942_0669-MONOMER	DNA-3-methyladenine glycosylase		SYNPCC7942_0669
SYNPCC7942_2424-MONOMER	conserved hypothetical protein	CCO-MEMBRANE	SYNPCC7942_2424
SYNPCC7942_1039-MONOMER	conserved hypothetical protein		SYNPCC7942_1039
SYNPCC7942_1408-MONOMER	Fe (III) ABC transporter membrane-associated protein		SYNPCC7942_1408
SYNPCC7942_0288-MONOMER	UDP-N-acetylglucosamine pyrophosphorylase	CCI-CYTOSOL-GN	SYNPCC7942_0288
SYNPCC7942_1778-MONOMER	conserved hypothetical protein	CCO-MEMBRANE	SYNPCC7942_1778
SYNPCC7942_0653-MONOMER	peptidyl-prolyl <i>cis-trans</i> isomerase		SYNPCC7942_0653
SYNPCC7942_2405-MONOMER	conserved hypothetical protein		SYNPCC7942_2405
SYNPCC7942_1020-MONOMER	O-succinylbenzoate-CoA synthase-like		SYNPCC7942_1020
SYNPCC7942_1389-MONOMER	photosystem II D1 protein	CCI-THY-MEM-CYA-GN	SYNPCC7942_1389
SYNPCC7942_0269-MONOMER	chlorophyllase 2		SYNPCC7942_0269
SYNPCC7942_1759-MONOMER	CAB/ELIP/HLIP-related protein	CCO-MEMBRANE	SYNPCC7942_1759
SYNPCC7942_0637-MONOMER	ClpB-2 monomer	CCI-CYTOSOL-GN	SYNPCC7942_0637
SYNPCC7942_2389-MONOMER	Heat shock protein DnaJ-like		SYNPCC7942_2389
SYNPCC7942_1004-MONOMER	conserved hypothetical protein		SYNPCC7942_1004
SYNPCC7942_1376-MONOMER	hypothetical protein		SYNPCC7942_1376
SYNPCC7942_0253-MONOMER	conserved hypothetical protein		SYNPCC7942_0253
SYNPCC7942_1743-MONOMER	ferredoxin-plastoquinone oxidoreductase subunit H	CCI-THY-MEM-CYA-GN	SYNPCC7942_1743
SYNPCC7942_0621-MONOMER	conserved hypothetical protein	CCO-MEMBRANE	SYNPCC7942_0621
SYNPCC7942_2373-MONOMER	conserved hypothetical protein		SYNPCC7942_2373
SYNPCC7942_0988-MONOMER	conserved hypothetical protein YCF54		SYNPCC7942_0988
SYNPCC7942_1360-MONOMER	cell envelope-related function transcriptional attenuator common domain	CCO-MEMBRANE	SYNPCC7942_1360
SYNPCC7942_0237-MONOMER	conserved hypothetical protein	CCO-MEMBRANE	SYNPCC7942_0237
SYNPCC7942_1727-MONOMER	BioY protein	CCI-PM-BAC-NEG-GN	SYNPCC7942_1727
SYNPCC7942_0605-MONOMER	conserved hypothetical protein	CCO-MEMBRANE	SYNPCC7942_0605
SYNPCC7942_2095-MONOMER	conserved hypothetical protein		SYNPCC7942_2095
SYNPCC7942_2357-MONOMER	conserved hypothetical protein		SYNPCC7942_2357
SYNPCC7942_0972-MONOMER	YjgF-like protein		SYNPCC7942_0972
SYNPCC7942_1344-MONOMER	ferredoxin-plastoquinone oxidoreductase subunit I	CCI-THY-MEM-CYA-GN	SYNPCC7942_1344
SYNPCC7942_0221-MONOMER	glucokinase	CCI-CYTOSOL-GN	SYNPCC7942_0221
SYNPCC7942_1711-MONOMER	conserved hypothetical protein		SYNPCC7942_1711
SYNPCC7942_0589-MONOMER	Fe-S-cluster oxidoreductase-like		SYNPCC7942_0589
SYNPCC7942_2079-MONOMER	acetate kinase	CCI-CYTOSOL-GN	SYNPCC7942_2079
SYNPCC7942_2341-MONOMER	cyano_T protein	CCI-PM-BAC-NEG-GN	SYNPCC7942_2341
SYNPCC7942_0956-MONOMER	conserved hypothetical protein		SYNPCC7942_0956
SYNPCC7942_1328-MONOMER	conserved hypothetical protein	CCO-MEMBRANE	SYNPCC7942_1328
SYNPCC7942_0205-MONOMER	nicotinamide mononucleotide adenylyltransferase		SYNPCC7942_0205
SYNPCC7942_1695-MONOMER	conserved hypothetical protein	CCI-PERI-BAC-GN	SYNPCC7942_1695
SYNPCC7942_0573-MONOMER	hypothetical protein		SYNPCC7942_0573
SYNPCC7942_2063-MONOMER	stationary-phase survival protein SurE	CCI-CYTOSOL-GN	SYNPCC7942_2063
SYNPCC7942_2325-MONOMER	PBS lyase HEAT-like repeat	CCI-THY-MEM-CYA-GN	SYNPCC7942_2325
SYNPCC7942_0940-MONOMER	transcriptional regulator, XRE family		SYNPCC7942_0940
SYNPCC7942_1312-MONOMER	ATPase	CCO-MEMBRANE	SYNPCC7942_1312
SYNPCC7942_0189-MONOMER	GMP synthase		SYNPCC7942_0189
SYNPCC7942_1679-MONOMER	photosystem II reaction center W protein	CCI-THY-MEM-CYA-GN	SYNPCC7942_1679
SYNPCC7942_0557-MONOMER	hypothetical protein		SYNPCC7942_0557
SYNPCC7942_2047-MONOMER	glycine dehydrogenase		SYNPCC7942_2047
SYNPCC7942_2309-MONOMER	2-Cys peroxiredoxin		SYNPCC7942_2309
SYNPCC7942_0924-MONOMER	NblS histidine kinase	CCO-MEMBRANE	SYNPCC7942_0924
SYNPCC7942_1296-MONOMER	conserved hypothetical protein		SYNPCC7942_1296
SYNPCC7942_0173-MONOMER	3'-Phosphoadenosine 5'-phosphosulfate (PAPS) 3'-phosphatase-like		SYNPCC7942_0173
SYNPCC7942_1663-MONOMER	conserved hypothetical protein		SYNPCC7942_1663
SYNPCC7942_0541-MONOMER	conserved hypothetical protein		SYNPCC7942_0541
SYNPCC7942_2031-MONOMER	conserved hypothetical protein		SYNPCC7942_2031
SYNPCC7942_2293-MONOMER	conserved hypothetical protein	CCO-MEMBRANE	SYNPCC7942_2293
SYNPCC7942_0908-MONOMER	conserved hypothetical protein		SYNPCC7942_0908
SYNPCC7942_B2662-MONOMER	major membrane protein I		SYNPCC7942_B2662
SYNPCC7942_1280-MONOMER	conserved hypothetical protein	CCI-PM-BAC-NEG-GN	SYNPCC7942_1280
SYNPCC7942_0157-MONOMER	conserved hypothetical protein		SYNPCC7942_0157
SYNPCC7942_1647-MONOMER	conserved hypothetical protein		SYNPCC7942_1647
SYNPCC7942_0525-MONOMER	3-dehydroquinate synthase	CCI-CYTOSOL-GN	SYNPCC7942_0525
SYNPCC7942_2015-MONOMER	conserved hypothetical protein YCF66	CCO-MEMBRANE	SYNPCC7942_2015
SYNPCC7942_2277-MONOMER	conserved hypothetical protein		SYNPCC7942_2277
SYNPCC7942_0892-MONOMER	7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit 1		SYNPCC7942_0892
SYNPCC7942_B2646-MONOMER	histidine protein kinase	CCO-MEMBRANE	SYNPCC7942_B2646
SYNPCC7942_1264-MONOMER	Na+/H+ antiporter	CCO-MEMBRANE	SYNPCC7942_1264
SYNPCC7942_0141-MONOMER	SecF protein	CCI-PM-BAC-NEG-GN	SYNPCC7942_0141
SYNPCC7942_1631-MONOMER	TPR repeat		SYNPCC7942_1631
SYNPCC7942_0509-MONOMER	conserved hypothetical protein		SYNPCC7942_0509
SYNPCC7942_1999-MONOMER	RNA-binding region RNP-1		SYNPCC7942_1999
SYNPCC7942_2261-MONOMER	periplasmic divalent cation tolerance protein	CCI-PERI-BAC-GN	SYNPCC7942_2261
