Proteins,Common-Name,"Genes of polypeptide, complex, or RNA",Locations
G12WB-2402-MONOMER,bile acid-sensing germinant receptor,G12WB-2402,
G12WB-1115-MONOMER,"putative nitrate/sulfonate/taurine ABC transporter, membrane subunit",G12WB-1115,CCI-PM-BAC-POS-GP
G12WB-2737-MONOMER,rRNA small subunit methyltransferase B,G12WB-2737,CCI-CYTOSOL-GP
G12WB-4367-MONOMER,Putative phage protein,G12WB-4367,
G12WB-766-MONOMER,putative Na<sup>+</sup>:H<sup>+</sup> antiporter,G12WB-766,CCI-PM-BAC-POS-GP
G12WB-3074-MONOMER,hypothetical protein,G12WB-3074,
G12WB-1684-MONOMER,channel-forming hemolysin,G12WB-1684,CCI-PM-BAC-POS-GP
G12WB-3582-MONOMER,DNA mismatch repair ATPase MutS,G12WB-3582,CCI-PM-BAC-POS-GP
G12WB-2386-MONOMER,anaerobic sulfite reductase subunit C,G12WB-2386,
G12WB-1099-MONOMER,membrane protein,G12WB-1099,CCI-PM-BAC-POS-GP
G12WB-272-MONOMER,sigma-54 dependent transcriptional regulator,G12WB-272,
G12WB-4303-MONOMER,Conserved hypothetical protein,G12WB-4303,
G12WB-749-MONOMER,hypothetical protein,G12WB-749,
G12WB-3057-MONOMER,hypothetical protein,G12WB-3057,
G12WB-1668-MONOMER,two-component sensor histidine kinase,G12WB-1668,CCI-PM-BAC-POS-GP
G12WB-3568-MONOMER,pyruvate kinase,G12WB-3568,
G12WB-2031-MONOMER,acetylesterase,G12WB-2031,
G12WB-2370-MONOMER,HTH-type transcriptional regulator,G12WB-2370,
G12WB-1084-MONOMER,hypothetical protein,G12WB-1084,
G12WB-419-MONOMER,putative metal-exporting P-type ATPase,G12WB-419,CCI-PM-BAC-POS-GP
G12WB-734-MONOMER,replicative helicase DnaB-like protein,G12WB-734,
G12WB-2708-MONOMER,transposase-like protein B,G12WB-2708,
G12WB-3042-MONOMER,cellobiose-6-phosphate hydrolase,G12WB-3042,
G12WB-1652-MONOMER,c-di-GMP phosphodiesterase,G12WB-1652,
G12WB-3553-MONOMER,conjugative transposon protein,G12WB-3553,CCI-PM-BAC-POS-GP
G12WB-2015-MONOMER,endonuclease relaxase,G12WB-2015,
G12WB-2356-MONOMER,"putative transporter, major facilitator superfamily",G12WB-2356,CCI-PM-BAC-POS-GP
G12WB-107-MONOMER,FAD-dependent thymidylate synthase,G12WB-107,
G12WB-403-MONOMER,biotin synthase,G12WB-403,
G12WB-72-MONOMER,hypothetical protein,G12WB-72,
G12WB-2693-MONOMER,lipoprotein,G12WB-2693,
G12WB-3028-MONOMER,oxidoreductase,G12WB-3028,CCI-PM-BAC-POS-GP
G12WB-3362-MONOMER,penicillin-binding protein,G12WB-3362,
G12WB-1637-MONOMER,deoxyribose-phosphate aldolase,G12WB-1637,CCI-CYTOSOL-GP
G12WB-3539-MONOMER,hypothetical protein,G12WB-3539,
G12WB-2-MONOMER,DNA polymerase III subunit beta,G12WB-2,CCI-CYTOSOL-GP
G12WB-2341-MONOMER,hypothetical protein,G12WB-2341,
G12WB-1055-MONOMER,DNA-binding protein,G12WB-1055,
G12WB-3883-MONOMER,hypothetical protein,G12WB-3883,
G12WB-704-MONOMER,hypothetical protein,G12WB-704,
G12WB-2679-MONOMER,nicotinic acid mononucleotide adenylyltransferase,G12WB-2679,
G12WB-3013-MONOMER,D-alanine--poly(phosphoribitol) ligase subunit 1,G12WB-3013,CCI-CYTOSOL-GP
G12WB-3348-MONOMER,D-aminoacylase,G12WB-3348,
G12WB-1622-MONOMER,hypothetical protein,G12WB-1622,
G12WB-3524-MONOMER,nitroreductase,G12WB-3524,
G12WB-1984-MONOMER,prephenate dehydrogenase,G12WB-1984,
G12WB-2327-MONOMER,iron-sulfur binding protein,G12WB-2327,
G12WB-1040-MONOMER,reductase,G12WB-1040,
G12WB-3869-MONOMER,SpoIIIJ-associated RNA/ssDNA-binding protein Jag,G12WB-3869,CCI-CYTOSOL-GP
G12WB-689-MONOMER,"putative transporter, major facilitator superfamily",G12WB-689,CCI-PM-BAC-POS-GP
G12WB-2664-MONOMER,"glucose-glucoside family PTS, enzyme IIBC component",G12WB-2664,CCI-PM-BAC-POS-GP
G12WB-3-MONOMER,RNA-binding mediating protein,G12WB-3,
G12WB-3333-MONOMER,hypothetical protein,G12WB-3333,
G12WB-1608-MONOMER,membrane protein,G12WB-1608,CCI-PM-BAC-POS-GP
G12WB-351-MONOMER,flagellar MS-ring protein,G12WB-351,CCI-PM-BAC-POS-GP // CCO-CELL-PROJECTION
G12WB-1968-MONOMER,putative Ca<sup>2+</sup>-transporting P-type ATPase,G12WB-1968,CCI-PM-BAC-POS-GP
G12WB-2312-MONOMER,biotin synthase,G12WB-2312,
G12WB-1026-MONOMER,hypothetical protein,G12WB-1026,
G12WB-3853-MONOMER,30S ribosomal protein S18,G12WB-3853,CCI-RIBOSOME-GP
G12WB-673-MONOMER,aldo/keto reductase ferredoxin,G12WB-673,
G12WB-2649-MONOMER,L-seryl-tRNA(Sec) selenium transferase,G12WB-2649,CCI-CYTOSOL-GP
G12WB-2985-MONOMER,flavodoxin,G12WB-2985,
G12WB-3319-MONOMER,phage integrase,G12WB-3319,
G12WB-1594-MONOMER,hypothetical protein,G12WB-1594,
G12WB-3495-MONOMER,conjugative transposon protein,G12WB-3495,
G12WB-1951-MONOMER,LacI family transcriptional regulator,G12WB-1951,
G12WB-2299-MONOMER,putative transporter,G12WB-2299,CCI-PM-BAC-POS-GP
G12WB-1011-MONOMER,integrase,G12WB-1011,
G12WB-3835-MONOMER,"putative lichenan-specific PTS, enzyme IIB component",G12WB-3835,
G12WB-657-MONOMER,lipoprotein,G12WB-657,
G12WB-2634-MONOMER,molybdenum cofactor biosynthesis protein,G12WB-2634,
G12WB-1350-MONOMER,hypothetical protein,G12WB-1350,
G12WB-2970-MONOMER,membrane protein,G12WB-2970,CCI-PM-BAC-POS-GP
G12WB-998-MONOMER,polyamine aminopropyl transferase,G12WB-998,CCI-CYTOSOL-GP
G12WB-3304-MONOMER,membrane protein,G12WB-3304,CCI-PM-BAC-POS-GP
G12WB-158-MONOMER,energy-coupling factor transporter ATP-binding protein 1,G12WB-158,CCI-PM-BAC-POS-GP
G12WB-3480-MONOMER,oxidoreductase Fe-S subunit,G12WB-3480,
G12WB-1935-MONOMER,hypothetical protein,G12WB-1935,CCI-PM-BAC-POS-GP
G12WB-2283-MONOMER,hypothetical protein,G12WB-2283,
G12WB-3820-MONOMER,MerR family transcriptional regulator,G12WB-3820,
G12WB-641-MONOMER,membrane protein,G12WB-641,CCI-PM-BAC-POS-GP
G12WB-262-MONOMER,hypothetical protein,G12WB-262,
G12WB-1336-MONOMER,geranyltranstransferase,G12WB-1336,
G12WB-2956-MONOMER,calcium-binding adhesion protein,G12WB-2956,
G12WB-983-MONOMER,"sugar-family ABC transporter, membrane subunit",G12WB-983,CCI-PM-BAC-POS-GP
G12WB-329-MONOMER,lytic transglycosylase,G12WB-329,
G12WB-1565-MONOMER,HxlR family transcriptional regulator,G12WB-1565,
G12WB-3466-MONOMER,"putative riboflavin transporter, major facilitator superfamily",G12WB-3466,CCI-PM-BAC-POS-GP
G12WB-1920-MONOMER,hypothetical protein,G12WB-1920,
G12WB-2269-MONOMER,hypothetical protein,G12WB-2269,
G12WB-3806-MONOMER,hypothetical protein,G12WB-3806,
G12WB-624-MONOMER,conjugative transposon protein,G12WB-624,
G12WB-2604-MONOMER,50S ribosomal protein L11 methyltransferase,G12WB-2604,CCI-RIBOSOME-GP // CCI-CYTOSOL-GP
G12WB-1321-MONOMER,acyl-CoA N-acyltransferase,G12WB-1321,
G12WB-2941-MONOMER,cell wall protein 7,G12WB-2941,CCI-PM-BAC-POS-GP
G12WB-969-MONOMER,"putative maltose-specific PTS, enzyme IIB component",G12WB-969,
G12WB-3275-MONOMER,aminobenzoyl-glutamate utilization protein B,G12WB-3275,
G12WB-1550-MONOMER,sigma-54 dependent transcriptional regulator,G12WB-1550,
G12WB-3451-MONOMER,"serine protease, HtrA family",G12WB-3451,CCI-PM-BAC-POS-GP
G12WB-1906-MONOMER,iron-sulfur protein,G12WB-1906,
G12WB-2254-MONOMER,putative K<sup>+</sup>:H<sup>+</sup> antiporter,G12WB-2254,CCI-PM-BAC-POS-GP
G12WB-3791-MONOMER,hypothetical protein,G12WB-3791,
G12WB-608-MONOMER,conjugative transposon protein,G12WB-608,
G12WB-259-MONOMER,4-hydroxyphenylacetate decarboxylase activating subunit HpdA,G12WB-259,
G12WB-1307-MONOMER,50S ribosomal protein L32,G12WB-1307,CCI-RIBOSOME-GP
G12WB-2927-MONOMER,cell-wall hydrolase,G12WB-2927,
G12WB-953-MONOMER,group 1 glycosyl transferase,G12WB-953,
G12WB-3260-MONOMER,PTS operon transcription antiterminator,G12WB-3260,
G12WB-1536-MONOMER,muramoyltetrapeptide carboxypeptidase,G12WB-1536,
G12WB-3437-MONOMER,MgtC/SapB family magnesium transport ATPase,G12WB-3437,CCI-PM-BAC-POS-GP
G12WB-1891-MONOMER,adenosine deaminase,G12WB-1891,
G12WB-224-MONOMER,glucosamine--fructose-6-phosphate aminotransferase,G12WB-224,CCI-CYTOSOL-GP
G12WB-3777-MONOMER,carbamoyl-phosphate synthase large subunit,G12WB-3777,
G12WB-593-MONOMER,two-component response regulator,G12WB-593,
G12WB-2575-MONOMER,pyridoxal phosphate-dependent transferase,G12WB-2575,
G12WB-1292-MONOMER,ribosome-associated protein,G12WB-1292,
G12WB-2912-MONOMER,signaling protein,G12WB-2912,CCI-PM-BAC-POS-GP
G12WB-939-MONOMER,metallo-beta-lactamase superfamily protein,G12WB-939,
G12WB-3246-MONOMER,alpha-mannosidase,G12WB-3246,
G12WB-1521-MONOMER,GntR family transcriptional regulator,G12WB-1521,
G12WB-3422-MONOMER,VirR-like two-component response regulator RgaR,G12WB-3422,
G12WB-1875-MONOMER,acetyltransferase,G12WB-1875,
G12WB-2225-MONOMER,xanthine dehydrogenase FAD-binding subunit XdhB,G12WB-2225,
G12WB-3762-MONOMER,putative proline:Na<sup>+</sup> symporter,G12WB-3762,CCI-PM-BAC-POS-GP
G12WB-577-MONOMER,RpiR family transcriptional regulator,G12WB-577,
G12WB-2560-MONOMER,hypothetical protein,G12WB-2560,
G12WB-1277-MONOMER,permease,G12WB-1277,CCI-PM-BAC-POS-GP
G12WB-2898-MONOMER,histidine--tRNA ligase,G12WB-2898,CCI-CYTOSOL-GP
G12WB-924-MONOMER,GntR family transcriptional regulator,G12WB-924,
G12WB-3231-MONOMER,"putative xyloside-specific PTS, enzyme IIC component",G12WB-3231,CCI-PM-BAC-POS-GP
G12WB-1507-MONOMER,XkdS-like protein,G12WB-1507,
G12WB-3408-MONOMER,proline reductase,G12WB-3408,
G12WB-1859-MONOMER,hypothetical protein,G12WB-1859,
G12WB-2210-MONOMER,glutamine--tRNA ligase,G12WB-2210,CCI-CYTOSOL-GP
G12WB-3748-MONOMER,glutamate racemase,G12WB-3748,
G12WB-561-MONOMER,transcriptional regulator,G12WB-561,
G12WB-2546-MONOMER,hypothetical protein,G12WB-2546,CCI-PM-BAC-POS-GP
G12WB-1262-MONOMER,putative copper chaperone,G12WB-1262,
G12WB-2883-MONOMER,serine hydroxymethyltransferase,G12WB-2883,CCI-CYTOSOL-GP
G12WB-91-MONOMER,acetoin dehydrogenase E3 component dihydrolipoamide dehydrogenase,G12WB-91,
G12WB-3217-MONOMER,"ABC transporter, ATP-binding protein",G12WB-3217,
G12WB-1492-MONOMER,peptidyl-prolyl isomerase,G12WB-1492,
G12WB-3393-MONOMER,dihydrodipicolinate reductase,G12WB-3393,CCI-CYTOSOL-GP
G12WB-1843-MONOMER,ATP-dependent DNA helicase,G12WB-1843,CCI-CYTOSOL-GP
G12WB-2197-MONOMER,two-component response regulator,G12WB-2197,
G12WB-3730-MONOMER,DNA polymerase III subunit delta',G12WB-3730,
G12WB-545-MONOMER,conjugative transposon protein,G12WB-545,
G12WB-2531-MONOMER,indolepyruvate oxidoreductase subunit IorA,G12WB-2531,
G12WB-1247-MONOMER,formate acetyltransferase,G12WB-1247,
G12WB-2866-MONOMER,"L,D-transpeptidase",G12WB-2866,
G12WB-896-MONOMER,"ABC transporter, ATP-binding protein",G12WB-896,
G12WB-3202-MONOMER,hypothetical protein,G12WB-3202,
G12WB-1478-MONOMER,glutamine synthetase,G12WB-1478,
G12WB-3379-MONOMER,hypothetical protein,G12WB-3379,
G12WB-1827-MONOMER,hypothetical protein,G12WB-1827,
G12WB-2182-MONOMER,N-acetyl-gamma-glutamyl-phosphate reductase,G12WB-2182,CCI-CYTOSOL-GP
G12WB-3716-MONOMER,carbon-phosphorus lyase complex subunit PhnJ,G12WB-3716,
G12WB-529-MONOMER,type IA DNA topoisomerase,G12WB-529,
G12WB-2517-MONOMER,"multidrug family ABC transporter, membrane protein",G12WB-2517,CCI-PM-BAC-POS-GP
G12WB-1232-MONOMER,DNA topoisomerase III,G12WB-1232,
G12WB-2851-MONOMER,hypothetical protein,G12WB-2851,CCI-PM-BAC-POS-GP
G12WB-880-MONOMER,oxidoreductase subunit,G12WB-880,
G12WB-3188-MONOMER,hypothetical protein,G12WB-3188,
G12WB-1463-MONOMER,recombinase A,G12WB-1463,CCI-CYTOSOL-GP
G12WB-1811-MONOMER,"multidrug family ABC transporter, ATP-binding protein",G12WB-1811,
G12WB-2168-MONOMER,chaperone protein,G12WB-2168,CCI-CYTOSOL-GP
G12WB-3701-MONOMER,cation efflux protein,G12WB-3701,CCI-PM-BAC-POS-GP
G12WB-513-MONOMER,hypothetical protein,G12WB-513,
G12WB-2501-MONOMER,glycine reductase complex component C subunit beta,G12WB-2501,
G12WB-1218-MONOMER,"multidrug family ABC transporter, membrane protein",G12WB-1218,CCI-PM-BAC-POS-GP
G12WB-2837-MONOMER,stage II sporulation protein E,G12WB-2837,
G12WB-865-MONOMER,cysteine desulfurase,G12WB-865,
G12WB-3173-MONOMER,pyridine nucleotide-disulfide oxidoreductase,G12WB-3173,
G12WB-1449-MONOMER,riboflavin biosynthesis protein,G12WB-1449,
G12WB-1796-MONOMER,membrane protein,G12WB-1796,CCI-PM-BAC-POS-GP
G12WB-2153-MONOMER,hydrolase,G12WB-2153,
G12WB-3687-MONOMER,minor pilin PilK,G12WB-3687,CCI-PM-BAC-POS-GP
G12WB-2488-MONOMER,toxic anion resistance protein,G12WB-2488,
G12WB-1203-MONOMER,lipoprotein,G12WB-1203,
G12WB-2822-MONOMER,"putative oligopeptide ABC transporter, ATP-binding subunit",G12WB-2822,
G12WB-500-MONOMER,4-methyl-2-oxopentanoate reductase,G12WB-500,
G12WB-85-MONOMER,glycoside hydrolase,G12WB-85,
G12WB-3159-MONOMER,ribonucleoside-diphosphate reductase subunit beta,G12WB-3159,CCI-PM-BAC-POS-GP // CCI-CYTOSOL-GP
G12WB-1434-MONOMER,cytosol aminopeptidase,G12WB-1434,CCI-CYTOSOL-GP
G12WB-1779-MONOMER,hypothetical protein,G12WB-1779,
G12WB-2139-MONOMER,ArsR family transcriptional regulator,G12WB-2139,
G12WB-3672-MONOMER,exopolyphosphatase,G12WB-3672,
G12WB-2473-MONOMER,transketolase,G12WB-2473,
G12WB-1189-MONOMER,hypothetical protein,G12WB-1189,
G12WB-2808-MONOMER,hypothetical protein,G12WB-2808,CCI-PM-BAC-POS-GP
G12WB-485-MONOMER,conjugative transposon protein,G12WB-485,CCI-PM-BAC-POS-GP
G12WB-835-MONOMER,bifunctional carbon monoxide dehydrogenase/acetyl-CoA synthase nickel-inserting subunit,G12WB-835,
G12WB-3144-MONOMER,CRISPR-associated Cas5 family protein,G12WB-3144,
G12WB-1419-MONOMER,Holliday junction resolvase-like protein,G12WB-1419,CCI-CYTOSOL-GP
G12WB-1763-MONOMER,two-component response regulator,G12WB-1763,
G12WB-2124-MONOMER,HxlR family transcriptional regulator,G12WB-2124,
G12WB-3658-MONOMER,hypothetical protein,G12WB-3658,
G12WB-2459-MONOMER,membrane protein,G12WB-2459,CCI-PM-BAC-POS-GP
G12WB-1174-MONOMER,butyryl-CoA dehydrogenase,G12WB-1174,
G12WB-2792-MONOMER,sporulation protein,G12WB-2792,
G12WB-469-MONOMER,"ABC transporter, membrane protein",G12WB-469,CCI-PM-BAC-POS-GP
G12WB-820-MONOMER,hypothetical protein,G12WB-820,
G12WB-313-MONOMER,HAD superfamily hydrolase,G12WB-313,
G12WB-1404-MONOMER,two-component sensor histidine kinase,G12WB-1404,CCI-PM-BAC-POS-GP
G12WB-1747-MONOMER,"multidrug family ABC transporter, membrane protein",G12WB-1747,CCI-PM-BAC-POS-GP
G12WB-2108-MONOMER,acyl-CoA thioesterase,G12WB-2108,CCI-CYTOSOL-GP
G12WB-3643-MONOMER,alanine racemase,G12WB-3643,
G12WB-2443-MONOMER,beta-lactams repressor,G12WB-2443,
G12WB-116-MONOMER,50S ribosomal protein L1,G12WB-116,CCI-RIBOSOME-GP
G12WB-2778-MONOMER,hypothetical protein,G12WB-2778,
G12WB-456-MONOMER,hypothetical protein,G12WB-456,CCI-PM-BAC-POS-GP
G12WB-806-MONOMER,Ktr potassium transport system protein A,G12WB-806,CCI-PM-BAC-POS-GP
G12WB-3115-MONOMER,hypothetical protein,G12WB-3115,
G12WB-139-MONOMER,50S ribosomal protein L5,G12WB-139,CCI-CYTOSOL-GP // CCI-RIBOSOME-GP
G12WB-1731-MONOMER,K<sup>+</sup>-transporting P-type ATPase subunit C,G12WB-1731,CCI-PM-BAC-POS-GP
G12WB-2093-MONOMER,acyl-CoA N-acyltransferase,G12WB-2093,
G12WB-3629-MONOMER,oxidoreductase,G12WB-3629,
G12WB-2429-MONOMER,"putative transporter, alanine:cation symporter family",G12WB-2429,CCI-PM-BAC-POS-GP
G12WB-1141-MONOMER,"putative polyamine ABC transporter, membrane subunit",G12WB-1141,CCI-PM-BAC-POS-GP
G12WB-2763-MONOMER,putative amino acid transporter,G12WB-2763,CCI-PM-BAC-POS-GP
G12WB-4486-MONOMER,Conserved hypothetical protein,G12WB-4486,
G12WB-792-MONOMER,LacI family transcriptional regulator,G12WB-792,
G12WB-3100-MONOMER,hypothetical protein,G12WB-3100,
G12WB-1375-MONOMER,hypothetical protein,G12WB-1375,CCI-PM-BAC-POS-GP
G12WB-1715-MONOMER,membrane-associated ribonuclease,G12WB-1715,CCI-PM-BAC-POS-GP
G12WB-2077-MONOMER,stage V sporulation protein S,G12WB-2077,
G12WB-3614-MONOMER,cobalamin synthase CobS,G12WB-3614,CCI-PM-BAC-POS-GP
G12WB-2414-MONOMER,hypothetical protein,G12WB-2414,
G12WB-1127-MONOMER,membrane protein,G12WB-1127,CCI-PM-BAC-POS-GP
G12WB-2749-MONOMER,fibronectin-binding protein A,G12WB-2749,
G12WB-441-MONOMER,exosporium glycoprotein,G12WB-441,CCI-CW-BAC-POS-GP
G12WB-778-MONOMER,"multidrug family ABC transporter, ATP-binding protein",G12WB-778,
G12WB-3086-MONOMER,hypothetical protein,G12WB-3086,
G12WB-136-MONOMER,30S ribosomal protein S17,G12WB-136,CCI-RIBOSOME-GP
G12WB-17-MONOMER,putative small-conductance mechanosensitive channel,G12WB-17,CCI-PM-BAC-POS-GP
G12WB-2060-MONOMER,ethanolamine carboxysome structural protein EutM,G12WB-2060,
G12WB-360-MONOMER,flagellar motor rotation protein MotA,G12WB-360,CCI-PM-BAC-POS-GP
G12WB-240-MONOMER,"lactose-<i>N,N'</i>-diacetylchitobiose-&beta;-glucoside family PTS, enzyme IIB component",G12WB-240,
G12WB-1112-MONOMER,two-component sensor histidine kinase,G12WB-1112,CCI-PM-BAC-POS-GP
G12WB-2734-MONOMER,serine/threonine-protein kinase and phosphatase,G12WB-2734,CCI-PM-BAC-POS-GP
G12WB-4354-MONOMER,"glucitol family PTS, enzyme IIB C-terminal component",G12WB-4354,CCI-PM-BAC-POS-GP
G12WB-763-MONOMER,"ABC transporter, membrane protein",G12WB-763,CCI-PM-BAC-POS-GP
G12WB-3071-MONOMER,hypothetical protein,G12WB-3071,
G12WB-760-MONOMER,hypothetical protein,G12WB-760,
G12WB-3069-MONOMER,hypothetical protein,G12WB-3069,CCI-PM-BAC-POS-GP
G12WB-1681-MONOMER,FMN-dependent NADH-azoreductase,G12WB-1681,
G12WB-358-MONOMER,flagellar hook protein FlgE,G12WB-358,CCO-CELL-PROJECTION
G12WB-2044-MONOMER,dCMP deaminase,G12WB-2044,
G12WB-2383-MONOMER,hypothetical protein,G12WB-2383,CCI-PM-BAC-POS-GP
G12WB-1096-MONOMER,membrane protein,G12WB-1096,CCI-PM-BAC-POS-GP
G12WB-2717-MONOMER,hypothetical protein,G12WB-2717,
G12WB-4287-MONOMER,Conserved hypothetical protein,G12WB-4287,
G12WB-746-MONOMER,acetyltransferase,G12WB-746,
G12WB-3054-MONOMER,cell wall hydrolase/autolysin,G12WB-3054,
G12WB-1665-MONOMER,"ABC transporter, membrane protein",G12WB-1665,CCI-PM-BAC-POS-GP
G12WB-3565-MONOMER,conjugative transposon protein,G12WB-3565,
G12WB-2028-MONOMER,site-specific recombinase,G12WB-2028,
G12WB-2368-MONOMER,hypothetical protein,G12WB-2368,
G12WB-1081-MONOMER,hypothetical protein,G12WB-1081,
G12WB-416-MONOMER,hypothetical protein,G12WB-416,
G12WB-731-MONOMER,hypothetical protein,G12WB-731,
G12WB-2705-MONOMER,"sugar family ABC transporter, substrate-binding protein",G12WB-2705,
G12WB-304-MONOMER,putative chromate transporter,G12WB-304,CCI-PM-BAC-POS-GP
G12WB-1649-MONOMER,pantothenate synthetase,G12WB-1649,CCI-CYTOSOL-GP
G12WB-3550-MONOMER,transcriptional regulator,G12WB-3550,
G12WB-2012-MONOMER,conjugative transposon protein,G12WB-2012,
G12WB-2353-MONOMER,ferredoxin/flavodoxin oxidoreductase subunit alpha,G12WB-2353,
G12WB-1067-MONOMER,hypothetical protein,G12WB-1067,
G12WB-400-MONOMER,"multidrug family ABC transporter, membrane subunit",G12WB-400,CCI-PM-BAC-POS-GP
G12WB-717-MONOMER,hypothetical protein,G12WB-717,
G12WB-2690-MONOMER,two-component sensor histidine kinase,G12WB-2690,CCI-PM-BAC-POS-GP
G12WB-3025-MONOMER,bacterioferritin,G12WB-3025,
G12WB-336-MONOMER,flagellar assembly factor FliW,G12WB-336,CCI-CYTOSOL-GP
G12WB-1634-MONOMER,hypothetical protein,G12WB-1634,
G12WB-3536-MONOMER,hypothetical protein,G12WB-3536,
G12WB-1997-MONOMER,membrane protein,G12WB-1997,CCI-PM-BAC-POS-GP
G12WB-2339-MONOMER,ATP-dependent RNA helicase,G12WB-2339,CCI-CYTOSOL-GP
G12WB-1052-MONOMER,hypothetical protein,G12WB-1052,
G12WB-3880-MONOMER,putative deoxyribonuclease,G12WB-3880,CCI-CYTOSOL-GP
G12WB-701-MONOMER,hypothetical protein,G12WB-701,
G12WB-2676-MONOMER,leucine--tRNA ligase,G12WB-2676,CCI-CYTOSOL-GP
G12WB-3010-MONOMER,DeoR family transcriptional regulator,G12WB-3010,
G12WB-3345-MONOMER,dihydroorotate dehydrogenase catalytic subunit,G12WB-3345,CCI-CYTOSOL-GP
G12WB-162-MONOMER,50S ribosomal protein L13,G12WB-162,CCI-RIBOSOME-GP
G12WB-3521-MONOMER,AraC family transcriptional regulator,G12WB-3521,
G12WB-1981-MONOMER,bifunctional chorismate mutase/prephenate dehydratase,G12WB-1981,CCI-CYTOSOL-GP
G12WB-2324-MONOMER,peptide methionine sulfoxide reductase MsrA/MsrB,G12WB-2324,
G12WB-1038-MONOMER,hypothetical protein,G12WB-1038,
G12WB-3865-MONOMER,stage 0 sporulation protein,G12WB-3865,CCI-CYTOSOL-GP
G12WB-686-MONOMER,hypothetical protein,G12WB-686,
G12WB-2661-MONOMER,hypothetical protein,G12WB-2661,
G12WB-2997-MONOMER,membrane protein,G12WB-2997,CCI-PM-BAC-POS-GP
G12WB-3330-MONOMER,hypothetical protein,G12WB-3330,
G12WB-1605-MONOMER,iron-sulfur protein,G12WB-1605,
G12WB-3507-MONOMER,ATPase,G12WB-3507,
G12WB-1965-MONOMER,transposase-like protein B,G12WB-1965,
G12WB-231-MONOMER,rod shape-determining protein MreB,G12WB-231,CCI-CYTOSOL-GP
G12WB-1023-MONOMER,hypothetical protein,G12WB-1023,
G12WB-3850-MONOMER,signal transduction phosphoesterase,G12WB-3850,CCI-PM-BAC-POS-GP
G12WB-670-MONOMER,glutaminase,G12WB-670,
G12WB-2646-MONOMER,mannose-6-phosphate isomerase,G12WB-2646,
G12WB-2982-MONOMER,membrane protein,G12WB-2982,CCI-PM-BAC-POS-GP
G12WB-3316-MONOMER,transcriptional regulator,G12WB-3316,
G12WB-1591-MONOMER,DNA primase,G12WB-1591,
G12WB-3492-MONOMER,hypothetical protein,G12WB-3492,
G12WB-1948-MONOMER,membrane protein,G12WB-1948,CCI-PM-BAC-POS-GP
G12WB-2295-MONOMER,uridylate kinase,G12WB-2295,CCI-CYTOSOL-GP
G12WB-1009-MONOMER,"glycine betaine/carnitine/choline ABC transporter, membrane protein",G12WB-1009,CCI-PM-BAC-POS-GP
G12WB-3832-MONOMER,"putative lichenan-specific PTS, enzyme IIC component",G12WB-3832,CCI-PM-BAC-POS-GP
G12WB-654-MONOMER,hypothetical protein,G12WB-654,CCI-CYTOSOL-GP
G12WB-2631-MONOMER,GNAT family acetyltransferase,G12WB-2631,
G12WB-1348-MONOMER,family 2 glycosyl transferase,G12WB-1348,
G12WB-2968-MONOMER,hypothetical protein,G12WB-2968,CCI-PM-BAC-POS-GP
G12WB-995-MONOMER,GntR family transcriptional regulator,G12WB-995,
G12WB-3301-MONOMER,PTS operon transcription antiterminator,G12WB-3301,
G12WB-1577-MONOMER,"putative transporter, LrgB family",G12WB-1577,CCI-PM-BAC-POS-GP
G12WB-3478-MONOMER,hypothetical protein,G12WB-3478,
G12WB-1932-MONOMER,argininosuccinate synthase,G12WB-1932,CCI-CYTOSOL-GP
G12WB-2280-MONOMER,acetyltransferase,G12WB-2280,
G12WB-3818-MONOMER,isochorismatase,G12WB-3818,
G12WB-638-MONOMER,peptidase,G12WB-638,
G12WB-2617-MONOMER,protein GrpE,G12WB-2617,CCI-CYTOSOL-GP
G12WB-1333-MONOMER,O-sialoglycoprotein endopeptidase,G12WB-1333,
G12WB-2953-MONOMER,cell wall protein 12,G12WB-2953,
G12WB-980-MONOMER,maltose O-acetyltransferase,G12WB-980,
G12WB-3287-MONOMER,6-phospho-beta-glucosidase,G12WB-3287,
G12WB-1562-MONOMER,hypothetical protein,G12WB-1562,
G12WB-3463-MONOMER,pilus assembly ATPase,G12WB-3463,
G12WB-1918-MONOMER,monooxygenase,G12WB-1918,
G12WB-2266-MONOMER,two-component sensor histidine kinase,G12WB-2266,CCI-PM-BAC-POS-GP
G12WB-3803-MONOMER,hypothetical protein,G12WB-3803,
G12WB-621-MONOMER,conjugative transposon protein,G12WB-621,
G12WB-2601-MONOMER,histidine triad (HIT) protein,G12WB-2601,
G12WB-1319-MONOMER,gamma-glutamyl-gamma-aminobutyrate hydrolase,G12WB-1319,
G12WB-2939-MONOMER,phosphoglucomutase,G12WB-2939,
G12WB-965-MONOMER,"putative oligopeptide ABC transporter, substrate-binding protein",G12WB-965,CCI-PM-BAC-POS-GP
