Proteins	Common-Name	Genes of polypeptide, complex, or RNA	Locations
FY484_RS00330-MONOMER	F<sup>-</sup> channel	FY484_RS00330	CCI-PM-BAC-NEG-GN
FY484_RS16185-MONOMER	lipocalin family protein	FY484_RS16185	CCI-CYTOSOL-GN // CCI-OUTER-MEM-GN
FY484_RS08530-MONOMER	TIGR02647 family protein	FY484_RS08530	
FY484_RS18230-MONOMER	alpha-amylase	FY484_RS18230	CCI-PERI-BAC-GN
FY484_RS09915-MONOMER	hypothetical protein	FY484_RS09915	
FY484_RS02490-MONOMER	helix-turn-helix transcriptional regulator	FY484_RS02490	CCI-CYTOSOL-GN
FY484_RS11895-MONOMER	4-hydroxy-tetrahydrodipicolinate reductase	FY484_RS11895	CCI-CYTOSOL-GN
FY484_RS04525-MONOMER	type B 50S ribosomal protein L36	FY484_RS04525	CCI-RIBOSOME-GN
FY484_RS13900-MONOMER	4-alpha-glucanotransferase	FY484_RS13900	
FY484_RS06490-MONOMER	chitobiose-speific PTS enzyme IIC component	FY484_RS06490	CCI-PM-BAC-NEG-GN
FY484_RS00220-MONOMER	TrkA family K<sup>+</sup> transport protein	FY484_RS00220	CCI-PM-BAC-NEG-GN
FY484_RS16075-MONOMER	type II toxin-antitoxin system, Phd-family antitoxin	FY484_RS16075	
FY484_RS08435-MONOMER	phage shock protein operon transcriptional activator	FY484_RS08435	
FY484_RS18145-MONOMER	OsmC family protein	FY484_RS18145	
FY484_RS09835-MONOMER	o-succinylbenzoate--CoA ligase	FY484_RS09835	
FY484_RS02365-MONOMER	co-chaperone DjlA	FY484_RS02365	CCI-PM-BAC-NEG-GN
FY484_RS11810-MONOMER	glutamate synthase 2 large subunit	FY484_RS11810	
FY484_RS04440-MONOMER	putative minor pilin	FY484_RS04440	CCI-PILUS-GN // CCI-PM-BAC-NEG-GN
FY484_RS13810-MONOMER	ATP synthase F<sub>o</sub> complex subunit a	FY484_RS13810	CCI-PM-BAC-NEG-GN
FY484_RS06405-MONOMER	iron-regulated protein A	FY484_RS06405	
FY484_RS00135-MONOMER	oxidoreductase	FY484_RS00135	CCI-CYTOSOL-GN
FY484_RS15965-MONOMER	YrdB family protein	FY484_RS15965	CCO-MEMBRANE
FY484_RS08355-MONOMER	META domain-containing protein	FY484_RS08355	
FY484_RS18060-MONOMER	hypothetical protein	FY484_RS18060	
FY484_RS02285-MONOMER	transcriptional regulator ArgR	FY484_RS02285	CCI-CYTOSOL-GN
FY484_RS11730-MONOMER	uracil-DNA glycosylase	FY484_RS11730	CCI-CYTOSOL-GN
FY484_RS04340-MONOMER	accessory colonization factor	FY484_RS04340	CCI-PM-BAC-NEG-GN
FY484_RS13730-MONOMER	hypothetical protein	FY484_RS13730	
FY484_RS06315-MONOMER	methyl-accepting chemotaxis protein	FY484_RS06315	CCI-PM-BAC-NEG-GN
FY484_RS00040-MONOMER	amino acid ABC transporter ATP-binding protein	FY484_RS00040	CCI-PM-BAC-NEG-GN
FY484_RS15840-MONOMER	GNAT family N-acetyltransferase	FY484_RS15840	
FY484_RS08270-MONOMER	DUF3103 domain-containing protein	FY484_RS08270	
FY484_RS17970-MONOMER	inosine/guanosine kinase 2	FY484_RS17970	
FY484_RS02200-MONOMER	mannose-sensitive hemagglutinin, MshQ protein	FY484_RS02200	
FY484_RS11650-MONOMER	elongation factor G	FY484_RS11650	
FY484_RS04260-MONOMER	thiol peroxidase	FY484_RS04260	
FY484_RS06235-MONOMER	putative transporter	FY484_RS06235	CCO-MEMBRANE
FY484_RS13595-MONOMER	AsmA family protein	FY484_RS13595	
FY484_RS15730-MONOMER	DUF3265 domain-containing protein	FY484_RS15730	
FY484_RS08185-MONOMER	hydroxyneurosporene synthase	FY484_RS08185	CCO-MEMBRANE
FY484_RS02120-MONOMER	RNase E specificity factor CsrD	FY484_RS02120	
FY484_RS11570-MONOMER	exodeoxyribonuclease V subunit gamma	FY484_RS11570	
FY484_RS04160-MONOMER	ACT domain-containing protein	FY484_RS04160	
FY484_RS06125-MONOMER	HI1450 family dsDNA-mimic protein	FY484_RS06125	
FY484_RS13515-MONOMER	3'(2'),5'-bisphosphate nucleotidase CysQ	FY484_RS13515	CCI-PM-BAC-NEG-GN
FY484_RS15610-MONOMER	hypothetical protein	FY484_RS15610	
FY484_RS08095-MONOMER	ATP-binding protein	FY484_RS08095	
FY484_RS17795-MONOMER	DUF3763 domain-containing protein	FY484_RS17795	
FY484_RS01995-MONOMER	chemotaxis protein CheX	FY484_RS01995	
FY484_RS11470-MONOMER	class I SAM-dependent methyltransferase	FY484_RS11470	CCI-CYTOSOL-GN
FY484_RS04065-MONOMER	LysR family transcriptional regulator	FY484_RS04065	
FY484_RS06025-MONOMER	DUF3392 domain-containing protein	FY484_RS06025	CCO-MEMBRANE
FY484_RS13415-MONOMER	protein-disulfide reductase DsbD	FY484_RS13415	CCI-PM-BAC-NEG-GN
FY484_RS15500-MONOMER	type II toxin-antitoxin system, transcription factor-like antitoxin	FY484_RS15500	
FY484_RS07990-MONOMER	putative diguanylate cyclase AcgB	FY484_RS07990	CCO-MEMBRANE
FY484_RS01930-MONOMER	elongation factor Tu	FY484_RS01930	CCI-CYTOSOL-GN
FY484_RS17700-MONOMER	glycerol kinase GlpK	FY484_RS17700	CCI-CYTOSOL-GN
FY484_RS11390-MONOMER	ATP-dependent zinc protease	FY484_RS11390	
FY484_RS03980-MONOMER	alanyl-tRNA editing protein	FY484_RS03980	
FY484_RS05945-MONOMER	tryptophan synthase subunit beta	FY484_RS05945	CCI-CYTOSOL-GN
FY484_RS13330-MONOMER	O-succinylhomoserine (thiol)-lyase	FY484_RS13330	CCI-CYTOSOL-GN
FY484_RS15390-MONOMER	type II toxin-antitoxin system, transcription factor-like antitoxin	FY484_RS15390	
FY484_RS07905-MONOMER	DUF2127 domain-containing protein	FY484_RS07905	CCO-MEMBRANE
FY484_RS01850-MONOMER	tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA	FY484_RS01850	
FY484_RS17610-MONOMER	cobyric acid synthase	FY484_RS17610	
FY484_RS19580-MONOMER	VSP-II; hypothetical protein	FY484_RS19580	
FY484_RS11310-MONOMER	DUF3461 family protein	FY484_RS11310	
FY484_RS03900-MONOMER	IscS subfamily cysteine desulfurase	FY484_RS03900	CCI-CYTOSOL-GN
FY484_RS13245-MONOMER	transcriptional regulator	FY484_RS13245	
FY484_RS05880-MONOMER	putative cyclic nucleotide-binding histidine kinase	FY484_RS05880	
FY484_RS15290-MONOMER	DUF645 family protein	FY484_RS15290	
FY484_RS07825-MONOMER	RidA family protein	FY484_RS07825	
FY484_RS01730-MONOMER	Rsd/AlgQ family anti-sigma factor	FY484_RS01730	
FY484_RS17530-MONOMER	TMAO reductase system periplasmic protein TorT	FY484_RS17530	
FY484_RS09790-MONOMER	cell division topological specificity factor MinE	FY484_RS09790	CCI-PM-BAC-NEG-GN
FY484_RS19475-MONOMER	hypothetical protein	FY484_RS19475	
FY484_RS11230-MONOMER	lipid-A-disaccharide synthase	FY484_RS11230	
FY484_RS03815-MONOMER	phosphate signaling complex protein PhoU	FY484_RS03815	CCI-CYTOSOL-GN
FY484_RS13165-MONOMER	phosphoenolpyruvate carboxylase	FY484_RS13165	CCI-CYTOSOL-GN
FY484_RS05800-MONOMER	23S rRNA pseudouridine(2457) synthase RluE	FY484_RS05800	
FY484_RS15175-MONOMER	threonine--tRNA ligase	FY484_RS15175	CCI-CYTOSOL-GN
FY484_RS07745-MONOMER	sodium-coupled multidrug efflux transporter VcmA	FY484_RS07745	CCI-PM-BAC-NEG-GN
FY484_RS01600-MONOMER	2Fe-2S iron-sulfur cluster binding domain-containing protein	FY484_RS01600	
FY484_RS17450-MONOMER	acetoacetyl-CoA reductase	FY484_RS17450	CCI-CYTOSOL-GN
FY484_RS09695-MONOMER	HAD-IB family hydrolase	FY484_RS09695	
FY484_RS19380-MONOMER	sensor histidine kinase	FY484_RS19380	
FY484_RS11150-MONOMER	D-sedoheptulose 7-phosphate isomerase	FY484_RS11150	CCI-CYTOSOL-GN
FY484_RS03710-MONOMER	23S rRNA pseudouridine(1911/1915/1917) synthase RluD	FY484_RS03710	
FY484_RS13085-MONOMER	shikimate kinase AroK	FY484_RS13085	CCI-CYTOSOL-GN
FY484_RS05720-MONOMER	chalcone isomerase family protein	FY484_RS05720	
FY484_RS15085-MONOMER	aspartate aminotransferase family protein	FY484_RS15085	
FY484_RS07660-MONOMER	substrate-binding domain-containing protein	FY484_RS07660	
FY484_RS01515-MONOMER	tRNA dihydrouridine synthase DusB	FY484_RS01515	
FY484_RS17360-MONOMER	response regulator	FY484_RS17360	
FY484_RS09605-MONOMER	ATP-dependent protease ATP-binding subunit ClpX	FY484_RS09605	CCI-CYTOSOL-GN
FY484_RS19300-MONOMER	cluster III/F7 chemosensory system, STAS domain-containing protein	FY484_RS19300	
FY484_RS11065-MONOMER	TonB-dependent vibriobactin receptor ViuA	FY484_RS11065	CCI-OUTER-MEM-GN
FY484_RS03630-MONOMER	anhydro-N-acetylmuramic acid kinase	FY484_RS03630	
FY484_RS13005-MONOMER	phosphoribulokinase	FY484_RS13005	CCI-CYTOSOL-GN
FY484_RS05635-MONOMER	YecA family protein	FY484_RS05635	
FY484_RS15000-MONOMER	cytochrome b	FY484_RS15000	CCI-PM-BAC-NEG-GN
FY484_RS07580-MONOMER	3-deoxy-7-phosphoheptulonate synthase	FY484_RS07580	CCI-CYTOSOL-GN
FY484_RS01425-MONOMER	DUF1481 domain-containing protein	FY484_RS01425	
FY484_RS17275-MONOMER	sucrose-specific PTS enzyme IIBC component	FY484_RS17275	
FY484_RS09525-MONOMER	leucine-responsive transcriptional regulator Lrp	FY484_RS09525	CCI-CYTOSOL-GN
FY484_RS19220-MONOMER	methyl-accepting chemotaxis protein	FY484_RS19220	CCI-PM-BAC-NEG-GN
FY484_RS10985-MONOMER	flagellar basal-body rod protein FlgG	FY484_RS10985	CCO-CELL-PROJECTION
FY484_RS03550-MONOMER	prolipoprotein diacylglyceryl transferase	FY484_RS03550	CCI-PM-BAC-NEG-GN
FY484_RS12920-MONOMER	50S ribosomal protein L3	FY484_RS12920	CCI-RIBOSOME-GN
FY484_RS05555-MONOMER	ABC transporter substrate-binding protein	FY484_RS05555	
FY484_RS14920-MONOMER	TonB-dependent enterobactin receptor VctA	FY484_RS14920	
FY484_RS07500-MONOMER	cell division protein ZapC	FY484_RS07500	CCI-CYTOSOL-GN
FY484_RS01320-MONOMER	malate reductase	FY484_RS01320	
FY484_RS17190-MONOMER	oxygen-insensitive NAD(P)H-dependent nitroreductase NfsB	FY484_RS17190	CCI-CYTOSOL-GN
FY484_RS09445-MONOMER	peptidoglycan binding protein CsiV	FY484_RS09445	
FY484_RS19140-MONOMER	YccF domain-containing protein	FY484_RS19140	CCI-PM-BAC-NEG-GN
FY484_RS10825-MONOMER	SirB2 family protein	FY484_RS10825	CCI-PM-BAC-NEG-GN
FY484_RS03470-MONOMER	DNA polymerase III subunit psi	FY484_RS03470	
FY484_RS12840-MONOMER	50S ribosomal protein L18	FY484_RS12840	CCI-CYTOSOL-GN // CCI-RIBOSOME-GN
FY484_RS05470-MONOMER	putative efflux transporter, major facilitator superfamily	FY484_RS05470	CCO-MEMBRANE
FY484_RS14835-MONOMER	putative Na<sup>+</sup>:H<sup>+</sup> antiporter, NhaC family	FY484_RS14835	CCI-PM-BAC-NEG-GN
FY484_RS07415-MONOMER	hypothetical protein	FY484_RS07415	
FY484_RS01235-MONOMER	glycosyl transferase	FY484_RS01235	
FY484_RS17105-MONOMER	glyoxalase	FY484_RS17105	
FY484_RS09365-MONOMER	energy-coupling factor ABC transporter permease	FY484_RS09365	CCI-PM-BAC-NEG-GN
FY484_RS19055-MONOMER	methyl-accepting chemotaxis protein	FY484_RS19055	CCO-MEMBRANE
FY484_RS10745-MONOMER	4-hydroxy-tetrahydrodipicolinate synthase	FY484_RS10745	CCI-CYTOSOL-GN
FY484_RS03380-MONOMER	preprotein translocase subunit SecG	FY484_RS03380	CCI-PM-BAC-NEG-GN
FY484_RS12760-MONOMER	ATP-dependent RNA helicase DbpA	FY484_RS12760	CCI-CYTOSOL-GN
FY484_RS05385-MONOMER	YbaB/EbfC family nucleoid-associated protein	FY484_RS05385	CCI-CYTOSOL-GN // CCI-BAC-NUCLEOID-GN
FY484_RS14740-MONOMER	putative potassium channel	FY484_RS14740	CCI-PM-BAC-NEG-GN
FY484_RS07315-MONOMER	helix-turn-helix transcriptional regulator	FY484_RS07315	
FY484_RS01155-MONOMER	DNA repair protein RadC	FY484_RS01155	
FY484_RS17025-MONOMER	putative 2-aminoethylphosphonate ABC transporter permease subunit	FY484_RS17025	CCI-PM-BAC-NEG-GN
FY484_RS09280-MONOMER	outer membrane porin	FY484_RS09280	CCI-OUTER-MEM-GN
FY484_RS18975-MONOMER	methylated-DNA--[protein]-cysteine S-methyltransferase	FY484_RS18975	CCI-CYTOSOL-GN
FY484_RS10665-MONOMER	flagellar export chaperone FliS	FY484_RS10665	CCI-CYTOSOL-GN
FY484_RS03290-MONOMER	16S rRNA (guanine(1207)-N(2))-methyltransferase RsmC	FY484_RS03290	CCI-CYTOSOL-GN
FY484_RS12680-MONOMER	translocation and assembly module protein TamB	FY484_RS12680	CCI-PM-BAC-NEG-GN
FY484_RS05295-MONOMER	uridine kinase	FY484_RS05295	CCI-CYTOSOL-GN
FY484_RS14660-MONOMER	chromosome segregation ATPase	FY484_RS14660	
FY484_RS07230-MONOMER	FixH family protein	FY484_RS07230	CCO-MEMBRANE
FY484_RS01070-MONOMER	iron(III)-hydroxamate ABC transporter ATP-binding protein	FY484_RS01070	
FY484_RS16945-MONOMER	ABC transporter substrate-binding protein	FY484_RS16945	
FY484_RS09200-MONOMER	Tol-Pal system TolR	FY484_RS09200	CCI-PM-BAC-NEG-GN
FY484_RS18895-MONOMER	alkene reductase	FY484_RS18895	CCI-CYTOSOL-GN
FY484_RS10585-MONOMER	flagellar type III secretion system pore protein FliP	FY484_RS10585	CCI-PM-BAC-NEG-GN // CCO-CELL-PROJECTION
FY484_RS03205-MONOMER	P-II family nitrogen regulator	FY484_RS03205	CCI-CYTOSOL-GN
FY484_RS12595-MONOMER	RNA polymerase sigma factor RpoN	FY484_RS12595	
FY484_RS05190-MONOMER	electron transport complex subunit RsxA	FY484_RS05190	CCI-PM-BAC-NEG-GN
FY484_RS14580-MONOMER	universal stress protein	FY484_RS14580	
FY484_RS07150-MONOMER	hypothetical protein	FY484_RS07150	
FY484_RS00985-MONOMER	VSP-I; hypothetical protein	FY484_RS00985	
FY484_RS16860-MONOMER	response regulator	FY484_RS16860	CCI-CYTOSOL-GN
FY484_RS09120-MONOMER	putative PTS enzyme IIA component	FY484_RS09120	
FY484_RS18810-MONOMER	hypothetical protein	FY484_RS18810	CCO-MEMBRANE
FY484_RS10500-MONOMER	DUF4442 domain-containing protein	FY484_RS10500	
FY484_RS03125-MONOMER	putative transporter, sulfate permease family	FY484_RS03125	CCO-MEMBRANE
FY484_RS12510-MONOMER	aspartate carbamoyltransferase regulatory subunit	FY484_RS12510	
FY484_RS05110-MONOMER	acetyl-CoA carboxylase, carboxyltransferase subunit beta	FY484_RS05110	CCI-CYTOSOL-GN
FY484_RS14495-MONOMER	uncharacterized protein	FY484_RS14495	CCI-EXTRACELLULAR-GN
FY484_RS07065-MONOMER	methyl-accepting chemotaxis protein	FY484_RS07065	CCO-MEMBRANE
FY484_RS00900-MONOMER	hypothetical protein	FY484_RS00900	
FY484_RS16770-MONOMER	hypothetical protein	FY484_RS16770	
FY484_RS09030-MONOMER	helix-turn-helix domain-containing protein	FY484_RS09030	
FY484_RS18725-MONOMER	alpha-ketoglutarate-dependent dioxygenase AlkB	FY484_RS18725	
FY484_RS10415-MONOMER	2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase	FY484_RS10415	CCI-CYTOSOL-GN
FY484_RS03035-MONOMER	DUF1043 family protein	FY484_RS03035	CCI-PM-BAC-NEG-GN
FY484_RS12385-MONOMER	3-isopropylmalate dehydratase large subunit	FY484_RS12385	CCI-CYTOSOL-GN
FY484_RS05030-MONOMER	SelT/SelW/SelH family protein	FY484_RS05030	
FY484_RS14405-MONOMER	type VI secretion system TssA-like protein	FY484_RS14405	CCO-MEMBRANE
FY484_RS06985-MONOMER	lipoate--protein ligase A	FY484_RS06985	CCI-CYTOSOL-GN
FY484_RS00765-MONOMER	Si-specific NAD(P)(+) transhydrogenase	FY484_RS00765	CCI-CYTOSOL-GN
FY484_RS16690-MONOMER	pyruvate:ferredoxin (flavodoxin) oxidoreductase	FY484_RS16690	
FY484_RS08940-MONOMER	sialidase	FY484_RS08940	CCI-CYTOSOL-GN // CCI-EXTRACELLULAR-GN // CCO-MEMBRANE
FY484_RS18640-MONOMER	maltose ABC transporter membrane protein	FY484_RS18640	CCI-PM-BAC-NEG-GN
FY484_RS10335-MONOMER	flagellar biosynthesis protein FlhF	FY484_RS10335	CCI-PM-BAC-NEG-GN
FY484_RS02955-MONOMER	oxaloacetate decarboxylase Na<sup>+</sup> pump-1, &alpha; subunit	FY484_RS02955	CCI-CYTOSOL-GN
FY484_RS12300-MONOMER	FAD-dependent 2-octaprenylphenol hydroxylase	FY484_RS12300	
FY484_RS04935-MONOMER	PTS enzyme IIA<sup>Glc</sup>	FY484_RS04935	CCI-PM-BAC-NEG-GN
FY484_RS14325-MONOMER	type VI secretion system PAAR domain-containing protein	FY484_RS14325	
FY484_RS06895-MONOMER	diguanylate cyclase CdgE	FY484_RS06895	CCI-PM-BAC-NEG-GN
FY484_RS00670-MONOMER	COG3650 family protein	FY484_RS00670	
FY484_RS16605-MONOMER	anaerobic ribonucleoside-triphosphate reductase-activating protein	FY484_RS16605	CCI-CYTOSOL-GN
FY484_RS08855-MONOMER	DUF262 domain-containing protein	FY484_RS08855	
FY484_RS18555-MONOMER	dihydroorotase	FY484_RS18555	CCI-CYTOSOL-GN
FY484_RS10255-MONOMER	holocytochrome <I>c</I> synthase CcmF component	FY484_RS10255	CCI-PM-BAC-NEG-GN
FY484_RS02830-MONOMER	5'/3'-nucleotidase SurE	FY484_RS02830	CCI-CYTOSOL-GN
FY484_RS12215-MONOMER	holo-ACP synthase	FY484_RS12215	CCI-CYTOSOL-GN
FY484_RS04855-MONOMER	penicillin-binding protein 5b	FY484_RS04855	
FY484_RS14235-MONOMER	hypothetical protein	FY484_RS14235	
FY484_RS06810-MONOMER	cyclic-guanylate phosphodiesterase	FY484_RS06810	
FY484_RS00585-MONOMER	DUF2489 domain-containing protein	FY484_RS00585	
FY484_RS16505-MONOMER	IS200/IS605-like element IS1004 family transposase	FY484_RS16505	
FY484_RS08770-MONOMER	BamA/TamA family outer membrane protein	FY484_RS08770	CCI-OUTER-MEM-GN
FY484_RS18475-MONOMER	heme oxygenase (biliverdin-IX-&beta; and &delta;-forming) monomer	FY484_RS18475	
FY484_RS10165-MONOMER	aspartate-&beta;-semialdehyde dehydrogenase subunit	FY484_RS10165	
FY484_RS02740-MONOMER	VSP-II; EAL domain-containing protein	FY484_RS02740	
FY484_RS12135-MONOMER	inorganic triphosphatase	FY484_RS12135	
FY484_RS04775-MONOMER	RbmB	FY484_RS04775	
FY484_RS14145-MONOMER	methyl-accepting chemotaxis protein	FY484_RS14145	CCI-PM-BAC-NEG-GN
FY484_RS06730-MONOMER	tripartite tricarboxylate transporter permease	FY484_RS06730	CCO-MEMBRANE
FY484_RS00485-MONOMER	class I SAM-dependent methyltransferase	FY484_RS00485	
FY484_RS16405-MONOMER	DUF3265 domain-containing protein	FY484_RS16405	
FY484_RS08680-MONOMER	glycogen synthase GlgA	FY484_RS08680	CCI-CYTOSOL-GN
FY484_RS18395-MONOMER	PepSY domain-containing protein	FY484_RS18395	CCO-MEMBRANE
FY484_RS10070-MONOMER	aminodeoxychorismate lyase	FY484_RS10070	CCI-CYTOSOL-GN
FY484_RS02640-MONOMER	VSP-II; inovirus Gp2 family protein	FY484_RS02640	
FY484_RS12055-MONOMER	type IVa pilus extension ATPase PilB	FY484_RS12055	CCI-CYTOSOL-GN
FY484_RS04675-MONOMER	alpha,alpha-phosphotrehalase	FY484_RS04675	CCI-CYTOSOL-GN
FY484_RS14060-MONOMER	DUF3302 domain-containing protein	FY484_RS14060	CCO-MEMBRANE
FY484_RS06645-MONOMER	methyl-accepting chemotaxis protein	FY484_RS06645	CCO-MEMBRANE
FY484_RS00400-MONOMER	hypothetical protein	FY484_RS00400	
FY484_RS16280-MONOMER	DUF2806 domain-containing protein	FY484_RS16280	
FY484_RS08595-MONOMER	sugar responsive cyclic-guanylate-specific phosphodiesterase	FY484_RS08595	
FY484_RS18300-MONOMER	hypothetical protein	FY484_RS18300	
FY484_RS09990-MONOMER	23S rRNA (guanine(745)-N(1))-methyltransferase	FY484_RS09990	
FY484_RS02555-MONOMER	phosphoglycerate kinase	FY484_RS02555	CCI-CYTOSOL-GN
FY484_RS11960-MONOMER	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	FY484_RS11960	CCI-CYTOSOL-GN
FY484_RS04590-MONOMER	chemotaxis protein PomB	FY484_RS04590	CCI-PM-BAC-NEG-GN
FY484_RS13980-MONOMER	arginase	FY484_RS13980	
FY484_RS06560-MONOMER	asparagine--tRNA ligase	FY484_RS06560	CCI-CYTOSOL-GN
FY484_RS00285-MONOMER	DUF1488 domain-containing protein	FY484_RS00285	
FY484_RS16170-MONOMER	hypothetical protein	FY484_RS16170	
FY484_RS08510-MONOMER	trimethylamine N-oxide reductase accessory protein TorE	FY484_RS08510	CCO-MEMBRANE
FY484_RS18210-MONOMER	ABC transporter ATP-binding protein	FY484_RS18210	CCI-PM-BAC-NEG-GN
FY484_RS09900-MONOMER	long-chain-fatty-acid--CoA ligase FadD	FY484_RS09900	
FY484_RS02475-MONOMER	YggS family pyridoxal phosphate-dependent enzyme	FY484_RS02475	
FY484_RS11880-MONOMER	carbamoyl-phosphate synthase large subunit	FY484_RS11880	CCI-CYTOSOL-GN
FY484_RS04510-MONOMER	proline--tRNA ligase	FY484_RS04510	CCI-CYTOSOL-GN
FY484_RS13885-MONOMER	YibL family ribosome-associated protein	FY484_RS13885	
FY484_RS06475-MONOMER	glycine betaine/L-proline transporter	FY484_RS06475	CCI-PM-BAC-NEG-GN
FY484_RS00205-MONOMER	hemolysin III family protein	FY484_RS00205	CCO-MEMBRANE
FY484_RS16050-MONOMER	hypothetical protein	FY484_RS16050	CCO-MEMBRANE
FY484_RS08420-MONOMER	envelope stress response membrane protein PspC	FY484_RS08420	CCI-PM-BAC-NEG-GN
FY484_RS18130-MONOMER	putative transporter, DMT family	FY484_RS18130	CCO-MEMBRANE
FY484_RS09820-MONOMER	methyl-accepting chemotaxis protein	FY484_RS09820	CCO-MEMBRANE
FY484_RS02350-MONOMER	4-hydroxythreonine-4-phosphate dehydrogenase PdxA	FY484_RS02350	CCI-CYTOSOL-GN
FY484_RS11795-MONOMER	TIGR01212 family radical SAM protein	FY484_RS11795	
FY484_RS04425-MONOMER	molecular chaperone DnaK	FY484_RS04425	CCI-CYTOSOL-GN
FY484_RS13795-MONOMER	ATP synthase F<sub>1</sub> complex subunit &delta;	FY484_RS13795	CCI-PM-BAC-NEG-GN
FY484_RS06390-MONOMER	GTP cyclohydrolase II	FY484_RS06390	CCI-CYTOSOL-GN
FY484_RS00115-MONOMER	NADH dehydrogenase subunit II-related protein	FY484_RS00115	
FY484_RS15930-MONOMER	VOC family protein	FY484_RS15930	
FY484_RS08340-MONOMER	ABC-type efflux pump, membrane protein	FY484_RS08340	
FY484_RS18045-MONOMER	putative magnesium transporter	FY484_RS18045	
FY484_RS02265-MONOMER	universal stress protein	FY484_RS02265	CCI-CYTOSOL-GN
FY484_RS11715-MONOMER	putative transporter, alanine/glycine:cation symporter family	FY484_RS11715	CCI-PM-BAC-NEG-GN
FY484_RS04325-MONOMER	colonization factor TcpF	FY484_RS04325	CCI-OUTER-MEM-GN
FY484_RS06300-MONOMER	corrinoid ABC transporter ATP-binding protein	FY484_RS06300	CCI-PM-BAC-NEG-GN
FY484_RS00025-MONOMER	membrane protein insertion efficiency factor YidD	FY484_RS00025	CCI-PM-BAC-NEG-GN
FY484_RS15815-MONOMER	hypothetical protein	FY484_RS15815	
FY484_RS08250-MONOMER	EAL domain-containing protein	FY484_RS08250	
FY484_RS17955-MONOMER	HAD family hydrolase	FY484_RS17955	
FY484_RS02185-MONOMER	mannose-sensitive hemagglutinin, minor pilin MshD	FY484_RS02185	CCI-PILUS-GN // CCO-MEMBRANE
FY484_RS11635-MONOMER	puative chromate efflux transporter	FY484_RS11635	CCI-PM-BAC-NEG-GN
FY484_RS04240-MONOMER	aldehyde dehydrogenase	FY484_RS04240	
FY484_RS06215-MONOMER	(p)ppGpp synthetase RelV	FY484_RS06215	
FY484_RS13580-MONOMER	ribosome-associated heat shock protein Hsp15	FY484_RS13580	
FY484_RS15700-MONOMER	hypothetical protein	FY484_RS15700	CCO-MEMBRANE
FY484_RS08165-MONOMER	carboxynorspermidine dehydrogenase	FY484_RS08165	
FY484_RS17885-MONOMER	ABC transporter ATP-binding protein	FY484_RS17885	
FY484_RS02105-MONOMER	UTP--glucose-1-phosphate uridylyltransferase	FY484_RS02105	
FY484_RS11555-MONOMER	hypothetical protein	FY484_RS11555	
FY484_RS04145-MONOMER	citrate lyase subunit alpha	FY484_RS04145	CCI-CYTOSOL-GN
FY484_RS06110-MONOMER	imidazolonepropionase	FY484_RS06110	CCI-CYTOSOL-GN
FY484_RS13495-MONOMER	pimeloyl-ACP methyl ester esterase BioH	FY484_RS13495	CCI-CYTOSOL-GN
FY484_RS15595-MONOMER	type II toxin-antitoxin system, RelE2 toxin	FY484_RS15595	
FY484_RS08080-MONOMER	biotin/lipoyl-binding protein	FY484_RS08080	
FY484_RS13480-MONOMER	transcription elongation factor GreB	FY484_RS13480	
FY484_RS15570-MONOMER	DUF1349 domain-containing protein	FY484_RS15570	
FY484_RS08065-MONOMER	sensor histidine kinase	FY484_RS08065	CCI-PM-BAC-NEG-GN
FY484_RS17775-MONOMER	arginine ABC transporter substrate-binding protein	FY484_RS17775	CCI-PERI-BAC-GN // CCO-MEMBRANE
FY484_RS01980-MONOMER	secondary thiamine-phosphate synthase enzyme YjbQ	FY484_RS01980	
FY484_RS11455-MONOMER	Na<sup>+</sup>-translocating NADH:ubiquinone oxidoreductase subunit B	FY484_RS11455	CCI-PM-BAC-NEG-GN
FY484_RS04050-MONOMER	ferric-catecholate ABC transporter membrane protein	FY484_RS04050	CCI-PM-BAC-NEG-GN
