Proteins,Common-Name,"Genes of polypeptide, complex, or RNA",Locations
STM2576-MONOMER,putative ferredoxin,STM2576,CCI-CYTOSOL-GN
STM0663-MONOMER,amino acid ABC transporter permease,STM0663,CCI-PM-BAC-NEG-GN
STM1272-MONOMER,DUF1869 domain-containing protein,STM1272,
STM3335-MONOMER,putative cytoplasmic protein,STM3335,CCI-CYTOSOL-GN
STM3710-MONOMER,ADP-glyceromanno-heptose 6-epimerase,STM3710,
STM4322-MONOMER,MerR family transcriptional regulator,STM4322,
STM1054-MONOMER,Gifsy-2 prophage protein,STM1054,
STM1430-MONOMER,transcriptional repressor,STM1430,
STM1644-MONOMER,putative periplasmic protein,STM1644,
STM0010-MONOMER,Positive sigma H regulator,STM0010,
STM4098-MONOMER,aryl-sulfate sulfotransferase,STM4098,
STM0220-MONOMER,1-deoxy-D-xylulose-5-phosphate reductoisomerase,STM0220,
STM4484-MONOMER,L-idonate 5-dehydrogenase,STM4484,
STM1805-MONOMER,fatty acid metabolism regulator,STM1805,CCI-CYTOSOL-GN
STM2775-MONOMER,enterochelin esterase,STM2775,CCI-CYTOSOL-GN
STM0390-MONOMER,AroM protein,STM0390,
STM2181-MONOMER,UPF0299 membrane protein,STM2181,CCI-PM-BAC-NEG-GN
STM2026-MONOMER,cobalt-precorrin-6A reductase,STM2026,
STM2939-MONOMER,type I-E CRISPR-associated protein Cas6/Cse3/CasE,STM2939,
STM2559-MONOMER,lysine decarboxylase,STM2559,CCI-CYTOSOL-GN
STM2395-MONOMER,Outer membrane protease E,STM2395,CCI-OUTER-MEM-GN
STM0647-MONOMER,LPS assembly lipoprotein,STM0647,CCI-OUTER-MEM-GN
STM3319-MONOMER,LPS export ABC transporter ATP-binding protein,STM3319,CCI-CYTOSOL-GN // CCI-PM-BAC-NEG-GN
STM3156-MONOMER,putative cytoplasmic protein,STM3156,
STM3694-MONOMER,L-lactate dehydrogenase,STM3694,CCI-PM-BAC-NEG-GN
STM1037-MONOMER,Gifsy-2 prophage probable minor tail protein,STM1037,
STM3535-MONOMER,starch synthase,STM3535,CCI-CYTOSOL-GN
STM1412-MONOMER,secretion system apparatus protein,STM1412,CCO-MEMBRANE
PSLT104-MONOMER,conjugative transfer: DNA transport,PSLT104,CCO-MEMBRANE
STM0875-MONOMER,ribosomal protein S6 modification protein,STM0875,CCI-CYTOSOL-GN
STM4082-MONOMER,putative periplasmic protein,STM4082,
STM4468-MONOMER,toxin-antitoxin biofilm protein,STM4468,CCI-CYTOSOL-GN
STM3912-MONOMER,ATP-dependent DNA helicase,STM3912,CCI-CYTOSOL-GN
STM1789-MONOMER,hydrogenase expression/formation protein,STM1789,
STM0374-MONOMER,Inhibitor of hydrogen peroxide resistance,STM0374,
STM1255-MONOMER,nickel ABC transporter substrate-binding protein,STM1255,CCI-PM-BAC-NEG-GN // CCI-PERI-BAC-GN
STM2165-MONOMER,ABC transporter substrate-binding protein,STM2165,CCI-PM-BAC-NEG-GN
STM2923-MONOMER,putative cytoplasmic protein,STM2923,
STM4306-MONOMER,anaerobic dimethyl sulfoxide reductase subunit B,STM4306,
STM2543-MONOMER,cysteine desulfurase,STM2543,CCI-CYTOSOL-GN
STM0631-MONOMER,putative hydrolase,STM0631,
STM1628-MONOMER,putative cytoplasmic protein,STM1628,
STM3303-MONOMER,50S ribosomal protein L27,STM3303,CCI-RIBOSOME-GN
STM3678-MONOMER,AraC family transcriptional regulator,STM3678,CCI-CYTOSOL-GN
STM0204-MONOMER,putative HesB-like domain protein,STM0204,
STM1021-MONOMER,Gifsy-2 prophage protein,STM1021,
STM1396-MONOMER,EscE/YscE/SsaE family type III secretion system needle protein co-chaperone,STM1396,
STM2008-MONOMER,putative periplasmic protein,STM2008,
PSLT087-MONOMER,conjugative transfer protein,PSLT087,CCO-MEMBRANE
STM4066-MONOMER,aminoimidazole riboside kinase,STM4066,
STM2378-MONOMER,beta-ketoacyl-[acyl-carrier-protein] synthase I,STM2378,CCI-CYTOSOL-GN
STM4451-MONOMER,anaerobic ribonucleotide reductase-activating protein,STM4451,CCI-CYTOSOL-GN
STM1773-MONOMER,Protein SirB1,STM1773,
STM3140-MONOMER,glutathione-dependent disulfide-bond oxidoreductase,STM3140,
STM0358-MONOMER,DNA restriction (DNA helicase),STM0358,
STM2150-MONOMER,fimbrial assembly protein,STM2150,CCI-OUTER-MEM-GN
STM2763-MONOMER,putative integrase,STM2763,
STM2907-MONOMER,serine/threonine protein phosphatase,STM2907,CCI-CYTOSOL-GN
STM2527-MONOMER,ferredoxin,STM2527,CCI-CYTOSOL-GN
STM0859-MONOMER,putative LysR family transcriptional regulator,STM0859,CCI-CYTOSOL-GN
STM0615-MONOMER,glutathione-dependent formaldehyde dehydrogenase,STM0615,
STM3284-MONOMER,tRNA pseudouridine(55) synthase,STM3284,
STM3888-MONOMER,GntR family transcriptional regulator,STM3888,
STM3662-MONOMER,XylR family transcriptional regulator,STM3662,
STM1005-MONOMER,Gifsy-2 prophage integrase,STM1005,
STM1236-MONOMER,putative periplasmic protein,STM1236,CCI-EXTRACELLULAR-GN
STM1380-MONOMER,hydrolase,STM1380,
PSLT068-MONOMER,putative ParB-like nuclease domain,PSLT068,
STM4290-MONOMER,proline/betaine transporter,STM4290,CCI-PM-BAC-NEG-GN
STM4050-MONOMER,rhamnose/proton symporter,STM4050,CCI-PM-BAC-NEG-GN
STM4435-MONOMER,inosose isomerase,STM4435,
STM1612-MONOMER,aminopeptidase,STM1612,
STM1754-MONOMER,putative phosphoesterase,STM1754,
STM0342-MONOMER,putative periplasmic protein,STM0342,CCO-MEMBRANE
STM0188-MONOMER,2'-5' RNA ligase,STM0188,
STM2134-MONOMER,putative inner membrane protein,STM2134,
STM2891-MONOMER,type III secretion system protein,STM2891,
STM1988-MONOMER,putative cytoplasmic protein,STM1988,
STM2511-MONOMER,IMP dehydrogenase,STM2511,
STM0599-MONOMER,thioesterase,STM0599,CCI-CYTOSOL-GN
STM2362-MONOMER,amidophosphoribosyltransferase,STM2362,CCI-CYTOSOL-GN
STM3268-MONOMER,putative nucleoside-diphosphate-sugar epimerase,STM3268,
STM3645-MONOMER,OmpA family lipoprotein,STM3645,CCI-OUTER-MEM-GN
STM3124-MONOMER,helix-turn-helix transcriptional regulator,STM3124,
STM0989-MONOMER,MukF protein (Killing factor KicB),STM0989,
STM1364-MONOMER,putative permease,STM1364,CCO-MEMBRANE
STM2747-MONOMER,putative cytoplasmic protein,STM2747,
PSLT050-MONOMER,putative cytoplasmic protein,PSLT050,
STM4035-MONOMER,formate dehydrogenase O cytochrome b556 subunit,STM4035,CCI-PM-BAC-NEG-GN
STM0842-MONOMER,sugar-phosphatase,STM0842,CCI-CYTOSOL-GN
STM4419-MONOMER,sugar (and other) transporter,STM4419,CCI-PM-BAC-NEG-GN
STM1738-MONOMER,putative cytoplasmic protein,STM1738,
STM3504-MONOMER,putative RNase R,STM3504,CCI-CYTOSOL-GN
STM0325-MONOMER,putative IS3 transposase,STM0325,
STM2117-MONOMER,protein tyrosine phosphatase,STM2117,
STM3872-MONOMER,ATP F0F1 synthase subunit I,STM3872,CCI-PM-BAC-NEG-GN
STM2875-MONOMER,AraC family transcriptional regulator,STM2875,
STM2495-MONOMER,putative arsenate reductase,STM2495,CCI-CYTOSOL-GN
STM1220-MONOMER,N-acetylglucosamine kinase,STM1220,
STM0581-MONOMER,DNA-binding transcriptional regulator,STM0581,
STM3252-MONOMER,DeoR family transcriptional regulator,STM3252,
STM1596-MONOMER,putative inner membrane protein,STM1596,CCI-PM-BAC-NEG-GN
STM3628-MONOMER,dipeptide ABC transporter permease,STM3628,CCI-PM-BAC-NEG-GN
STM0973-MONOMER,formate C-acetyltransferase,STM0973,CCI-CYTOSOL-GN
STM0172-MONOMER,multidrug ABC transporter ATP-binding protein,STM0172,
STM3249-MONOMER,2-dehydro-3-deoxyglucarate aldolase,STM3249,CCI-CYTOSOL-GN
STM3625-MONOMER,transporter,STM3625,CCI-PM-BAC-NEG-GN
STM4277-MONOMER,cytochrome <i>c</i><sub>552</sub> nitrite reductase,STM4277,CCI-PERI-BAC-GN
STM0970-MONOMER,pyruvate formate lyase activating enzyme 1,STM0970,CCI-CYTOSOL-GN
STM1344-MONOMER,EAL domain-containing protein,STM1344,
STM1970-MONOMER,flagellar motor switch protein,STM1970,CCI-PM-BAC-NEG-GN // CCO-CELL-PROJECTION
PSLT031-MONOMER,resolvase,PSLT031,
STM4016-MONOMER,porin,STM4016,CCI-OUTER-MEM-GN
STM2346-MONOMER,NUDIX hydrolase,STM2346,
STM4400-MONOMER,EamA family transporter,STM4400,CCO-MEMBRANE
STM1719-MONOMER,23S rRNA pseudouridylate synthase,STM1719,CCI-CYTOSOL-GN
STM3107-MONOMER,putative periplasmic protein,STM3107,
STM0304-MONOMER,transcriptional regulator,STM0304,
STM2098-MONOMER,GalU regulator,STM2098,
STM2731-MONOMER,Fels-2 prophage protein,STM2731,
STM2856-MONOMER,hydrogenase assembly chaperone,STM2856,
STM2476-MONOMER,putative periplasmic protein,STM2476,
STM0826-MONOMER,23S rRNA (adenine(1618)-N(6))-methyltransferase,STM0826,CCI-CYTOSOL-GN
STM0562-MONOMER,putative transport protein,STM0562,
STM3232-MONOMER,putative membrane-associated protein,STM3232,CCI-PM-BAC-NEG-GN
STM3488-MONOMER,DNA transporter,STM3488,CCI-OUTER-MEM-GN
STM3610-MONOMER,putative inner membrane protein,STM3610,CCI-PM-BAC-NEG-GN
STM0953-MONOMER,translation initiation factor IF-1,STM0953,CCI-CYTOSOL-GN
STM3856-MONOMER,phosphate ABC transporter permease,STM3856,CCI-PM-BAC-NEG-GN
STM1328-MONOMER,lipid A 3'-<i>O</i>-acyloxyacylase,STM1328,
PSLT013-MONOMER,plasmid-encoded fimbriae; regulatory,PSLT013,CCI-PILUS-GN
STM1204-MONOMER,ferric-rhodotorulic acid/ferric-coprogen receptor,STM1204,CCI-OUTER-MEM-GN
STM4000-MONOMER,"spot 42 RNA, inhibition of DNA synthesis",STM4000,
STM4384-MONOMER,PTS L-ascorbate transporter subunit IIB,STM4384,CCI-CYTOSOL-GN
STM1580-MONOMER,nitrate reductase 2 subunit gamma,STM1580,CCI-PM-BAC-NEG-GN
STM1703-MONOMER,putative PAS/PAC domain protein,STM1703,
STM0286-MONOMER,putative cytoplasmic protein,STM0286,
STM0156-MONOMER,putative periplasmic protein,STM0156,
STM2082-MONOMER,undecaprenyl-phosphate galactose phosphotransferase,STM2082,CCI-PM-BAC-NEG-GN
STM2840-MONOMER,nitric oxide reductase,STM2840,CCI-CYTOSOL-GN
STM4261-MONOMER,putative inner membrane protein,STM4261,CCO-MEMBRANE
STM2460-MONOMER,ethanolamine utilization protein,STM2460,CCI-PM-BAC-NEG-GN
STM0542-MONOMER,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase,STM0542,CCI-CYTOSOL-GN
STM1954-MONOMER,cystine ABC transporter substrate-binding protein,STM1954,CCI-PERI-BAC-GN // CCO-MEMBRANE
STM3216-MONOMER,putative methyl-accepting chemotaxis protein,STM3216,CCI-PM-BAC-NEG-GN
STM3594-MONOMER,oligopeptidase A,STM3594,
STM2330-MONOMER,transcriptional regulator,STM2330,
STM0934-MONOMER,low-specificity L-threonine aldolase,STM0934,CCI-CYTOSOL-GN
STM1312-MONOMER,PTS sugar transporter subunit IIB,STM1312,
STM3091-MONOMER,MFS family galactose:proton symporter,STM3091,CCI-PM-BAC-NEG-GN
DISULFOXRED-MONOMER,thiol:disulfide oxidoreductase DsbA,,
STM3978-MONOMER,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,STM3978,CCI-CYTOSOL-GN // CCI-PM-BAC-NEG-GN
STM2714-MONOMER,Fels-2 prophage protein,STM2714,
STM4368-MONOMER,ribonuclease R,STM4368,CCI-CYTOSOL-GN
STM1688-MONOMER,DNA-binding transcriptional activator,STM1688,CCI-PM-BAC-NEG-GN
STM0809-MONOMER,putative inner membrane protein,STM0809,CCO-MEMBRANE
STM0271-MONOMER,putative cytoplasmic protein,STM0271,
STM2066-MONOMER,E3 ubiquitin--protein ligase,STM2066,CCI-EXTRACELLULAR-GN
STM3472-MONOMER,peptidylprolyl isomerase A,STM3472,CCI-PERI-BAC-GN
STM2819-MONOMER,putative inner membrane protein,STM2819,CCI-PM-BAC-NEG-GN
STM2444-MONOMER,thiosulfate transporter subunit,STM2444,CCI-PERI-BAC-GN
STM3839-MONOMER,50S ribosomal protein L34,STM3839,CCI-RIBOSOME-GN
STM3199-MONOMER,flotillin,STM3199,CCI-PM-BAC-NEG-GN
STM3578-MONOMER,sulfurtransferase,STM3578,CCI-CYTOSOL-GN
STM1188-MONOMER,putative inner membrane lipoprotein,STM1188,
STM0918-MONOMER,putative Fels-1 prophage minor tail protein,STM0918,
STM1296-MONOMER,NAD(P)H nitroreductase,STM1296,
STM1564-MONOMER,biofilm-dependent modulation protein,STM1564,
STM3962-MONOMER,HAD superfamily hydrolase,STM3962,
STM4349-MONOMER,putative GTPase,STM4349,
STM0140-MONOMER,dephospho-CoA kinase,STM0140,CCI-CYTOSOL-GN
STM1672-MONOMER,putative cytoplasmic protein,STM1672,
STM0248-MONOMER,"D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase",STM0248,CCI-CYTOSOL-GN
STM4245-MONOMER,quinone oxidoreductase,STM4245,CCI-CYTOSOL-GN
STM2050-MONOMER,corrinoid adenosyltransferase,STM2050,
STM2803-MONOMER,putative gntR family regulatory protein,STM2803,
STM1935-MONOMER,ferritin,STM1935,CCI-PM-BAC-NEG-GN // CCI-CYTOSOL-GN // CCI-CW-BAC-NEG-GN // CCI-EXTRACELLULAR-GN
STM2428-MONOMER,cell division protein,STM2428,CCI-PM-BAC-NEG-GN
STM3183-MONOMER,"3',5'-cyclic-AMP phosphodiesterase",STM3183,
STM0521-MONOMER,putative cytoplasmic protein,STM0521,
STM3562-MONOMER,high-affinity branched-chain amino acid ABC transporter permease,STM3562,CCI-PM-BAC-NEG-GN
STM0902-MONOMER,Fels-1 prophage protein,STM0902,
STM2314-MONOMER,chemotaxis protein,STM2314,
STM3946-MONOMER,Uncharacterized lipoprotein,STM3946,CCI-PM-BAC-NEG-GN
STM1283-MONOMER,diguanylate cyclase,STM1283,CCI-PM-BAC-NEG-GN
STM3075-MONOMER,ABC transporter ATP-binding protein,STM3075,CCI-PM-BAC-NEG-GN
STM4333-MONOMER,EF-P beta-lysylation protein,STM4333,
STM1655-MONOMER,ATP-dependent RNA helicase,STM1655,CCI-CYTOSOL-GN
STM2698-MONOMER,Fels-2 prophage protein,STM2698,
STM0231-MONOMER,DNA polymerase III subunit alpha,STM0231,CCI-CYTOSOL-GN
STM2034-MONOMER,adenosylcobinamide-phosphate synthase,STM2034,CCI-PM-BAC-NEG-GN
STM0792-MONOMER,kinase inhibitor,STM0792,
STM2787-MONOMER,tricarboxylic transport protein,STM2787,CCO-MEMBRANE
STM2406-MONOMER,aldo-keto reductase STM2406 subunit,STM2406,
STM3455-MONOMER,peptidylprolyl isomerase,STM3455,
STM3167-MONOMER,diadenosine tetraphosphate hydrolase,STM3167,
STM3546-MONOMER,N-acetyltransferase,STM3546,
STM3823-MONOMER,trimethylamine N-oxide reductase cytochrome c-type subunit,STM3823,CCI-CW-BAC-NEG-GN // CCI-PM-BAC-NEG-GN
STM0887-MONOMER,arginine ABC transporter substrate-binding protein,STM0887,CCI-PERI-BAC-GN // CCO-MEMBRANE
STM3925-MONOMER,"dTDP-4-amino-4,6-dideoxygalactose transaminase",STM3925,
STM1171-MONOMER,flagellar biosynthesis protein,STM1171,CCI-CYTOSOL-GN
STM1267-MONOMER,histidine kinase,STM1267,
STM4317-MONOMER,CopG family transcriptional regulator,STM4317,
STM1547-MONOMER,MarR family transcriptional regulator,STM1547,
STM1639-MONOMER,cytochrome B,STM1639,CCI-PM-BAC-NEG-GN
STM0215-MONOMER,type I methionyl aminopeptidase,STM0215,
STM0124-MONOMER,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase,STM0124,CCI-CYTOSOL-GN
STM2021-MONOMER,cobalt ECF transporter T component,STM2021,CCI-PM-BAC-NEG-GN
STM2389-MONOMER,3-ketoacyl-CoA thiolase,STM2389,CCI-CYTOSOL-GN
STM4229-MONOMER,maltose transport protein,STM4229,
STM3151-MONOMER,putative cytoplasmic protein,STM3151,
STM3529-MONOMER,putative glycerol dehydrogenase,STM3529,CCI-CYTOSOL-GN
STM1918-MONOMER,chemotaxis protein-glutamate O-methyltransferase,STM1918,
STM0870-MONOMER,transporter,STM0870,CCI-PM-BAC-NEG-GN
STM3907-MONOMER,putative cytoplasmic protein,STM3907,
STM0505-MONOMER,putative oxidoreductase,STM0505,
STM1250-MONOMER,putative cytoplasmic protein,STM1250,
STM4301-MONOMER,anaerobic C4-dicarboxylate transporter,STM4301,CCI-PM-BAC-NEG-GN
STM2298-MONOMER,undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase,STM2298,CCI-PM-BAC-NEG-GN
STM1623-MONOMER,putative carboxylesterase,STM1623,
STM0199-MONOMER,fimbrial protein,STM0199,CCI-PILUS-GN
STM3059-MONOMER,hypothetical protein,STM3059,
STM1999-MONOMER,putative cytoplasmic protein,STM1999,
STM2373-MONOMER,putative cytoplasmic protein,STM2373,
STM2680-MONOMER,putative cytoplasmic protein,STM2680,
STM3135-MONOMER,mannonate dehydratase,STM3135,
STM2758-MONOMER,PTS glucose transporter subunit IIABC,STM2758,CCI-PM-BAC-NEG-GN
STM0775-MONOMER,galactose-1-phosphate uridylyltransferase,STM0775,CCI-CYTOSOL-GN
STM0853-MONOMER,transcriptional regulator,STM0853,
STM3515-MONOMER,transcriptional regulator,STM3515,
STM3439-MONOMER,50S ribosomal protein L4,STM3439,CCI-RIBOSOME-GN
STM3883-MONOMER,ribose ABC transporter permease,STM3883,CCI-PM-BAC-NEG-GN
STM1231-MONOMER,response regulator in two-component regulatory system with,STM1231,CCI-CYTOSOL-GN
STM3807-MONOMER,transporter,STM3807,CCI-PM-BAC-NEG-GN
STM4285-MONOMER,formate dehydrogenase,STM4285,CCI-PM-BAC-NEG-GN // CCI-CYTOSOL-GN
STM1607-MONOMER,putative outer membrane lipoprotein,STM1607,
STM1155-MONOMER,lipid A biosynthesis lauroyl acyltransferase,STM1155,CCI-PM-BAC-NEG-GN
STM0183-MONOMER,2-amino-4-hydroxy-6- hydroxymethyldihydropteridine diphosphokinase,STM0183,
STM1981-MONOMER,flagellar biosynthetic protein,STM1981,CCI-PM-BAC-NEG-GN // CCO-CELL-PROJECTION
STM1531-MONOMER,hydrogenase maturation nickel metallochaperone,STM1531,
STM2357-MONOMER,amino acid permease,STM2357,CCI-PM-BAC-NEG-GN
STM3119-MONOMER,molybdenum cofactor biosynthesis protein,STM3119,
STM0108-MONOMER,thiamine ABC transporter substrate binding subunit,STM0108,CCI-PERI-BAC-GN
STM2742-MONOMER,putative cytoplasmic protein,STM2742,
STM0837-MONOMER,"L,D-transpeptidase",STM0837,CCI-PERI-BAC-GN // CCI-EXTRACELLULAR-GN
STM4213-MONOMER,phage tail protein,STM4213,
STM3499-MONOMER,DUF4153 domain-containing protein,STM3499,CCO-MEMBRANE
STM3867-MONOMER,F0F1 ATP synthase subunit alpha,STM3867,CCI-PM-BAC-NEG-GN
STM4586-MONOMER,transcriptional regulator,STM4586,
STM1215-MONOMER,"L,D-transpeptidase",STM1215,CCI-PERI-BAC-GN // CCI-EXTRACELLULAR-GN
STM1591-MONOMER,putative inner membrane protein,STM1591,CCI-PM-BAC-NEG-GN
STM1902-MONOMER,hydrolase,STM1902,CCI-CYTOSOL-GN
STM0167-MONOMER,putative periplasmic protein,STM0167,
STM4272-MONOMER,murein hydrolase effector protein,STM4272,CCO-MEMBRANE
STM0489-MONOMER,ferrochelatase,STM0489,CCI-CYTOSOL-GN
STM1965-MONOMER,putative membrane component of transport system,STM1965,
STM2341-MONOMER,putative transketolase,STM2341,
STM2282-MONOMER,glycerophosphodiester phosphodiesterase,STM2282,CCI-PERI-BAC-GN
STM3102-MONOMER,YggU family protein,STM3102,CCI-CYTOSOL-GN
STM2726-MONOMER,Fels-2 prophage protein,STM2726,CCO-MEMBRANE
STM3042-MONOMER,single-stranded-DNA-specific exonuclease,STM3042,
STM0820-MONOMER,ATP-dependent RNA helicase,STM0820,CCI-CYTOSOL-GN
STM3483-MONOMER,ribulose-phosphate 3-epimerase,STM3483,CCI-PM-BAC-NEG-GN // CCI-CYTOSOL-GN
STM2663-MONOMER,outer membrane protein assembly factor,STM2663,CCI-OUTER-MEM-GN
STM3851-MONOMER,putative xanthine/uracil permeases family,STM3851,CCI-PM-BAC-NEG-GN
STM1199-MONOMER,cell division protein,STM1199,CCI-PM-BAC-NEG-GN
STM0758-MONOMER,cation transporter,STM0758,CCI-PM-BAC-NEG-GN
STM1575-MONOMER,TetR family transcriptional regulator,STM1575,
STM0151-MONOMER,transcriptional regulator,STM0151,
STM3423-MONOMER,30S ribosomal protein S5,STM3423,CCI-RIBOSOME-GN
STM4256-MONOMER,ssDNA-binding protein,STM4256,CCI-BAC-NUCLEOID-GN
STM1949-MONOMER,putative cytoplasmic protein,STM1949,
STM3793-MONOMER,ribokinase,STM3793,CCI-CYTOSOL-GN
STM2325-MONOMER,NADH-quinone oxidoreductase subunit E,STM2325,CCI-PM-BAC-NEG-GN
STM3086-MONOMER,arginine decarboxylase,STM3086,
STM1139-MONOMER,curli production assembly/transport protein,STM1139,CCI-PERI-BAC-GN // CCI-PM-BAC-NEG-GN
STM2709-MONOMER,Fels-2 prophage protein,STM2709,
STM0803-MONOMER,molybdenum cofactor biosynthesis protein B,STM0803,CCI-CYTOSOL-GN
STM1515-MONOMER,TIGR00156 family protein,STM1515,
STM3467-MONOMER,putative inner membrane protein,STM3467,CCI-PM-BAC-NEG-GN
STM3834-MONOMER,putative LysR family transcriptional regulator,STM3834,CCI-CYTOSOL-GN
STM0092-MONOMER,peptidylprolyl isomerase,STM0092,CCI-PERI-BAC-GN
STM1182-MONOMER,flagellar rod assembly protein/&beta;-<i>N</i>-acetylglucosaminidase,STM1182,CCI-PERI-BAC-GN
STM1559-MONOMER,malto-oligosyltrehalose synthase,STM1559,
STM4197-MONOMER,putative inner membrane protein,STM4197,CCO-MEMBRANE
STM0135-MONOMER,putative inner membrane protein,STM0135,
STM4240-MONOMER,putative cytoplasmic protein,STM4240,
STM4570-MONOMER,purine-nucleoside phosphorylase,STM4570,CCI-CYTOSOL-GN
STM1929-MONOMER,trehalose-phosphatase,STM1929,
STM0516-MONOMER,transcriptional regulator,STM0516,
STM1886-MONOMER,glucose-6-phosphate dehydrogenase,STM1886,CCI-CYTOSOL-GN
STM2309-MONOMER,2-succinyl-5-enolpyruvyl-6-hydroxy-3- cyclohexene-1-carboxylic-acid synthase,STM2309,
STM3070-MONOMER,erythrose-4-phosphate dehydrogenase,STM3070,CCI-CYTOSOL-GN
STM0473-MONOMER,transcriptional regulator,STM0473,
STM2692-MONOMER,putative HlyD family secretion protein,STM2692,CCI-PM-BAC-NEG-GN
STM0786-MONOMER,acyl-CoA thioesterase,STM0786,CCI-OUTER-MEM-GN // CCI-CW-BAC-NEG-GN
STM2265-MONOMER,bifunctional transcriptional regulator/O6-methylguanine-DNA methyltransferase,STM2265,
STM3450-MONOMER,sulfurtransferase,STM3450,CCI-CYTOSOL-GN
STM3818-MONOMER,heme exporter,STM3818,
STM3025-MONOMER,putative cytoplasmic protein,STM3025,
STM1166-MONOMER,Multidrug resistance protein,STM1166,CCI-PM-BAC-NEG-GN
STM1542-MONOMER,alcohol dehydrogenase,STM1542,
STM2642-MONOMER,tRNA (adenosine(37)-N6)-methyltransferase,STM2642,CCI-CYTOSOL-GN
STM0119-MONOMER,cell division/cell wall cluster transcriptional repressor,STM0119,CCI-BAC-NUCLEOID-GN // CCI-CYTOSOL-GN
STM4224-MONOMER,putative periplasmic protein,STM4224,
STM0737-MONOMER,dihydrolipoyltranssuccinylase subunit,STM0737,CCI-CYTOSOL-GN
STM4597-MONOMER,putative periplasmic protein,STM4597,
STM1913-MONOMER,flagellar biosynthesis protein,STM1913,CCI-PM-BAC-NEG-GN
STM3407-MONOMER,methionyl-tRNA formyltransferase,STM3407,CCI-CYTOSOL-GN
STM0500-MONOMER,putative membrane protein implicated in regulation of membrane protease activity,STM0500,CCI-PM-BAC-NEG-GN
STM2293-MONOMER,competence/damage-inducible protein A,STM2293,
STM3777-MONOMER,addiction module toxin,STM3777,
STM3054-MONOMER,glycine cleavage system protein H,STM3054,CCI-CYTOSOL-GN
STM2675-MONOMER,ribosome maturation factor,STM2675,CCI-RIBOSOME-GN // CCI-CYTOSOL-GN
STM1122-MONOMER,pyrimidine utilization regulatory protein R,STM1122,
STM0770-MONOMER,iron ABC transporter permease,STM0770,CCI-PM-BAC-NEG-GN
STM3434-MONOMER,30S ribosomal protein S3,STM3434,CCI-RIBOSOME-GN
STM1499-MONOMER,"putative dimethyl sulfoxide reductase, chain A1",STM1499,CCI-PERI-BAC-GN
STM3801-MONOMER,D-serine transporter,STM3801,CCI-PM-BAC-NEG-GN
STM1150-MONOMER,periplasmic glucans biosynthesis protein,STM1150,CCI-PERI-BAC-GN
STM0076-MONOMER,nitrogen fixation protein,STM0076,
STM1526-MONOMER,DUF4186 domain-containing protein,STM1526,
STM0103-MONOMER,ribulokinase,STM0103,
STM4181-MONOMER,putative acetyltransferase,STM4181,
STM4208-MONOMER,phage protein D,STM4208,
STM4581-MONOMER,energy-dependent translational throttle protein,STM4581,CCI-CYTOSOL-GN
